repair_id,claim_id,vehicle_id,repair_shop_contact_id,estimate_amount,approved_amount,invoice_amount,paid_amount,repair_start_date,repair_end_date,repair_status,make,model,vehicle_year,claim_status,claim_severity,loss_cause,jurisdiction,incident_type,damage_severity,incident_state,incident_country,total_loss,liability_percentage,exposure_type,coverage_type,exposure_status,is_repeat_vehicle,is_synthetic_anomaly,anomaly_type
6766,4930,3334,34,3858.19,3359.75,4025.73,3442.61,2025-05-02,2025-05-07,Scheduled,BMW,3 Series,2015,Open,Medium,Parking Lot Incident,GA,Vehicle Accident,Moderate,GA,USA,False,75.14183920519136,Third Party Property Damage,Liability,Open,False,False,
6767,4931,3912,128,3769.08,3451.01,3975.49,3303.2,2025-07-24,2025-07-31,In Progress,BMW,3 Series,2025,Open,Low,Weather Related,TX,Weather Damage,Moderate,TX,USA,False,82.67337403473275,First Party Collision,Comprehensive,Open,False,False,
6768,4932,7120,1,3859.27,3710.8,4315.1,3672.83,2025-01-14,2025-01-31,Completed,Toyota,Corolla,2019,Open,Medium,Parking Lot Incident,CA,Vehicle Accident,Severe,CA,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
6769,4933,2656,139,3131.27,3240.76,3329.94,3289.68,2026-05-17,2026-05-29,Completed,Toyota,Corolla,2014,Open,Low,Side Impact,CA,Vandalism,Severe,CA,USA,False,93.44945519697609,First Party Collision,Comprehensive,Open,False,False,
6770,4933,2656,139,4153.65,3822.85,4019.08,3896.32,2026-05-17,2026-05-29,Completed,Toyota,Corolla,2014,Open,Low,Side Impact,CA,Vandalism,Severe,CA,USA,False,93.44945519697609,First Party Collision,Comprehensive,Open,False,False,
6771,4933,2656,139,3483.56,3286.35,3259.63,3092.61,2026-05-17,2026-05-29,Completed,Toyota,Corolla,2014,Open,Low,Side Impact,CA,Vandalism,Severe,CA,USA,False,93.44945519697609,First Party Collision,Comprehensive,Open,False,False,
6772,4934,2595,138,866.46,825.69,762.49,771.78,2026-01-31,2026-02-04,Completed,Honda,Civic,2023,Closed,Low,Weather Related,NY,Vehicle Accident,Minor,NY,USA,False,100.0,First Party Collision,Collision,Open,False,False,
6773,4934,2595,138,1059.82,997.79,1040.2,992.03,2026-01-31,2026-02-04,Completed,Honda,Civic,2023,Closed,Low,Weather Related,NY,Vehicle Accident,Minor,NY,USA,False,100.0,First Party Collision,Collision,Open,False,False,
6774,4934,2595,138,1285.01,1238.98,1156.29,1130.71,2026-01-31,2026-02-04,Completed,Honda,Civic,2023,Closed,Low,Weather Related,NY,Vehicle Accident,Minor,NY,USA,False,100.0,First Party Collision,Collision,Open,False,False,
6775,4935,2412,151,1558.32,1495.49,1665.73,1516.06,2025-09-09,2025-09-10,Completed,Jeep,Grand Cherokee,2022,Open,Low,Weather Related,OH,Vehicle Accident,Minor,OH,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
6776,4936,1974,22,2099.98,2102.62,2286.95,2088.18,2025-10-24,2025-10-26,Completed,Toyota,Corolla,2016,Closed,Medium,Parking Lot Incident,NY,Vehicle Accident,Moderate,NY,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
6777,4937,1603,205,1443.6,1456.55,1456.26,1413.77,2026-01-08,2026-01-15,Completed,Hyundai,Elantra,2022,Open,Low,Side Impact,FL,Vehicle Accident,Moderate,FL,USA,False,86.38721140739283,Third Party Property Damage,Liability,Open,False,False,
6778,4938,6210,161,834.43,809.64,807.85,775.32,2026-06-01,2026-06-06,Completed,Ford,Focus,2014,Open,Low,Parking Lot Incident,CA,Vehicle Accident,Minor,CA,USA,False,73.17755964954108,Third Party Property Damage,Liability,Closed,False,False,
6779,4939,3736,120,2680.58,2515.9,2757.4,2462.54,2025-05-28,2025-06-06,In Progress,Toyota,Camry,2019,Closed,Low,Rear-end Collision,IL,Parking Incident,Moderate,IL,USA,False,68.53039271420616,First Party Collision,Comprehensive,Closed,False,False,
6780,4940,269,86,2119.94,2011.5,2300.12,1997.99,2026-05-30,2026-06-11,In Progress,Toyota,Corolla,2013,Closed,Low,Hit and Run,OH,Vehicle Accident,Moderate,OH,USA,False,77.85479479192472,Third Party Property Damage,Liability,Under Review,False,False,
6781,4941,1760,198,1185.97,1234.94,1107.61,1048.25,2025-03-02,2025-03-03,Completed,Hyundai,Elantra,2013,Closed,Low,Rear-end Collision,NY,Vandalism,Minor,NY,USA,False,95.93263896806748,First Party Collision,Comprehensive,Closed,False,False,
6782,4942,4777,107,3260.34,2928.22,2966.31,2886.49,2025-05-11,2025-05-22,Scheduled,Ford,F-150,2018,Closed,Medium,Head-on Collision,FL,Vehicle Accident,Moderate,FL,USA,False,87.55667126300058,Third Party Property Damage,Liability,Open,False,False,
6783,4942,4777,107,3529.37,3538.99,3448.43,3524.87,2025-05-11,2025-05-22,Completed,Ford,F-150,2018,Closed,Medium,Head-on Collision,FL,Vehicle Accident,Moderate,FL,USA,False,87.55667126300058,Third Party Property Damage,Liability,Open,False,False,
6784,4942,4777,107,3352.38,3047.06,2940.6,2902.79,2025-05-11,2025-05-22,Completed,Ford,F-150,2018,Closed,Medium,Head-on Collision,FL,Vehicle Accident,Moderate,FL,USA,False,87.55667126300058,Third Party Property Damage,Liability,Open,False,False,
6785,4943,4762,116,932.16,830.16,975.55,849.04,2026-05-16,2026-05-21,Completed,Honda,Civic,2019,Open,Medium,Side Impact,FL,Vehicle Accident,Minor,FL,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
6786,4944,5244,84,2927.71,2970.76,2976.15,3127.55,2026-01-20,2026-02-01,In Progress,Honda,CR-V,2022,Open,Medium,Parking Lot Incident,NY,Vehicle Accident,Moderate,NY,USA,False,74.73100944258664,Third Party Property Damage,Liability,Closed,False,False,
6787,4945,574,41,2052.07,1808.23,2016.39,1749.44,2025-08-16,2025-08-21,Completed,Ford,Focus,2008,Open,Low,Rear-end Collision,CA,Vehicle Accident,Moderate,CA,USA,False,86.91206509851692,Third Party Property Damage,Liability,Closed,False,False,
6788,4946,279,58,5807.16,5470.49,6043.89,5624.83,2025-11-25,2025-12-14,In Progress,Honda,CR-V,2016,Open,Medium,Rear-end Collision,NY,Vehicle Accident,Severe,NY,USA,False,77.56342635243546,First Party Collision,Collision,Closed,False,False,
6789,4947,4056,147,6310.08,5823.65,5611.92,5605.27,2025-07-31,2025-09-01,Scheduled,Nissan,Altima,2011,Open,Low,Hit and Run,CA,Weather Damage,Total Loss,CA,USA,True,97.51001465275124,First Party Collision,Comprehensive,Open,False,False,
6790,4948,1991,38,4191.13,4099.93,3787.04,3905.88,2026-02-15,2026-03-07,Completed,Honda,Civic,2024,Closed,Low,Side Impact,OH,Vehicle Accident,Severe,OH,USA,False,50.30797025146541,First Party Collision,Collision,Under Review,False,False,
6791,4949,2072,193,1332.6,1350.85,1572.22,1293.4,2025-09-10,2025-09-11,Scheduled,Ford,F-150,2020,Open,Medium,Rear-end Collision,TX,Vehicle Accident,Minor,TX,USA,False,40.86549572841163,Third Party Property Damage,Liability,Closed,False,False,
6792,4950,5227,161,5414.59,4639.59,5197.68,4772.1,2026-01-08,2026-01-23,Completed,Subaru,Outback,2014,Closed,Medium,Side Impact,CA,Parking Incident,Severe,CA,USA,False,100.0,First Party Collision,Comprehensive,Open,False,False,
6793,4951,2268,67,1072.23,1047.26,1024.17,1047.21,2025-08-12,2025-08-13,In Progress,Toyota,Corolla,2023,Closed,Medium,Side Impact,PA,Vehicle Accident,Minor,PA,USA,False,87.40510797805246,Third Party Property Damage,Liability,Under Review,False,False,
6794,4952,115,121,9207.82,8269.2,8313.78,8603.51,2025-04-17,2025-05-02,Completed,Mercedes-Benz,C-Class,2015,Closed,Low,Head-on Collision,OH,Vehicle Accident,Severe,OH,USA,False,62.482503013515995,First Party Collision,Collision,Open,False,False,
6795,4953,4949,168,1190.04,1067.86,1038.6,1061.8,2025-12-15,2025-12-20,Completed,Toyota,Corolla,2019,Reopened,Medium,Rear-end Collision,NY,Parking Incident,Minor,NY,USA,False,87.09638994887585,First Party Collision,Comprehensive,Open,False,False,
6796,4954,417,178,710.4,660.55,775.74,642.42,2025-05-24,2025-05-27,Completed,Nissan,Altima,2015,Closed,High,Side Impact,CA,Vehicle Accident,Minor,CA,USA,False,85.71539077156741,Third Party Property Damage,Liability,Closed,False,False,
6797,4955,3939,17,15278.837583308361,11720.31,17234.7130359112,15822.357843979562,2025-09-06,2025-09-28,Completed,BMW,X5,2015,Open,Low,Side Impact,NJ,Vehicle Accident,Severe,NJ,USA,False,94.90699178042856,Third Party Property Damage,Liability,Open,False,True,combo
6798,4956,381,32,1677.56,1465.27,1598.68,1470.67,2026-02-23,2026-02-28,Completed,Jeep,Grand Cherokee,2020,Closed,Medium,Rear-end Collision,IL,Vandalism,Minor,IL,USA,False,94.11081185959219,First Party Collision,Comprehensive,Closed,False,False,
6799,4957,724,121,2758.32,2416.4,2802.02,2485.06,2026-01-01,2026-01-16,Completed,Ford,Focus,2009,Open,Medium,Rear-end Collision,PA,Vehicle Accident,Severe,PA,USA,False,63.71654692188461,Third Party Property Damage,Liability,Open,False,False,
6800,4958,5015,15,2662.62,2518.06,2934.34,2455.82,2025-12-28,2026-01-03,Completed,Jeep,Grand Cherokee,2021,Open,Medium,Hit and Run,PA,Vehicle Accident,Moderate,PA,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
6801,4959,3810,15,1134.94,1064.16,1125.46,1045.22,2026-05-26,2026-05-27,Completed,Nissan,Altima,2010,Open,Low,Weather Related,FL,Vandalism,Minor,FL,USA,False,96.83149638621794,First Party Collision,Comprehensive,Open,False,False,
6802,4960,1755,121,5626.71,5306.0,5131.46,5417.59,2025-12-11,2025-12-19,Completed,Tesla,Model 3,2012,Closed,Medium,Rollover,CA,Vandalism,Moderate,CA,USA,False,58.87496051355425,First Party Collision,Comprehensive,Open,False,False,
6803,4961,512,108,2995.47,2984.14,3169.79,3019.17,2025-09-02,2025-09-12,Scheduled,Ford,F-150,2012,Closed,Low,Side Impact,CA,Vehicle Accident,Moderate,CA,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
6804,4961,512,108,3205.39,2956.9,3386.12,2873.52,2025-09-02,2025-09-12,Scheduled,Ford,F-150,2012,Closed,Low,Side Impact,CA,Vehicle Accident,Moderate,CA,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
6805,4961,512,108,2453.64,2267.51,2638.47,2346.55,2025-09-02,2025-09-12,Completed,Ford,F-150,2012,Closed,Low,Side Impact,CA,Vehicle Accident,Moderate,CA,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
6806,4962,6407,29,821.36,805.92,741.96,745.91,2026-06-26,2026-07-01,Completed,Toyota,Corolla,2015,Open,Low,Side Impact,TX,Weather Damage,Minor,TX,USA,False,88.38269706472384,First Party Collision,Comprehensive,Closed,False,False,
6807,4962,6407,29,1283.46,1135.19,1233.59,1143.94,2026-06-26,2026-07-01,In Progress,Toyota,Corolla,2015,Open,Low,Side Impact,TX,Weather Damage,Minor,TX,USA,False,88.38269706472384,First Party Collision,Comprehensive,Closed,False,False,
6808,4963,3916,167,2813.74,2417.06,2816.96,2578.18,2026-04-30,2026-05-12,In Progress,Chevrolet,Silverado,2022,Closed,Low,Rear-end Collision,OH,Vehicle Accident,Moderate,OH,USA,False,76.99455739041554,Third Party Property Damage,Liability,Open,False,False,
6809,4964,4150,46,3082.03,2768.6,3325.01,2817.12,2025-11-28,2025-12-16,Completed,Honda,Civic,2023,Open,Low,Rear-end Collision,TX,Vehicle Accident,Severe,TX,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
6810,4965,3697,205,2190.92,2026.92,2106.09,1997.77,2026-04-12,2026-04-15,Completed,BMW,3 Series,2011,Closed,Medium,Rear-end Collision,TX,Vehicle Accident,Minor,TX,USA,False,97.81966987109229,Third Party Property Damage,Liability,Open,False,False,
6811,4966,3055,12,2635.04,2747.99,2481.83,2599.58,2026-06-02,2026-06-12,Completed,Jeep,Grand Cherokee,2024,Closed,Medium,Side Impact,CA,Vehicle Accident,Moderate,CA,USA,False,89.73003102271049,Third Party Property Damage,Liability,Closed,False,False,
6812,4967,223,139,1673.36,1544.32,1738.59,1531.59,2026-01-25,2026-02-01,Completed,Toyota,Corolla,2016,Open,Low,Parking Lot Incident,FL,Vehicle Accident,Moderate,FL,USA,False,91.74478430099681,First Party Collision,Collision,Closed,False,False,
6813,4967,223,139,2197.05,2242.3,1974.0,2031.86,2026-01-25,2026-02-01,Completed,Toyota,Corolla,2016,Open,Low,Parking Lot Incident,FL,Vehicle Accident,Moderate,FL,USA,False,91.74478430099681,First Party Collision,Collision,Closed,False,False,
6814,4968,701,19,1022.21,958.98,1027.87,920.19,2026-05-04,2026-05-10,Completed,Toyota,Corolla,2011,Closed,Medium,Rear-end Collision,NY,Vehicle Accident,Minor,NY,USA,False,76.06753475442083,Third Party Property Damage,Liability,Open,False,False,
6815,4969,2804,36,1132.0,1053.36,1071.64,1031.16,2025-05-22,2025-06-02,Completed,Toyota,Camry,2022,Closed,Low,Hit and Run,NY,Vehicle Accident,Minor,NY,USA,False,99.62120176757243,Third Party Property Damage,Liability,Open,False,False,
6816,4969,2804,36,1077.58,1081.26,1110.08,1126.26,2025-05-22,2025-06-02,Completed,Toyota,Camry,2022,Closed,Low,Hit and Run,NY,Vehicle Accident,Minor,NY,USA,False,99.62120176757243,Third Party Property Damage,Liability,Open,False,False,
6817,4970,4713,52,3189.63,3078.04,3114.3,3037.64,2025-09-04,2025-09-11,Completed,Ford,F-150,2021,Open,Medium,Hit and Run,TX,Parking Incident,Moderate,TX,USA,False,57.51250674925366,First Party Collision,Comprehensive,Closed,False,False,
6818,4971,5125,42,3909.44,3335.88,3665.71,3462.58,2026-03-01,2026-03-14,Completed,Toyota,Camry,2017,Closed,Low,Weather Related,GA,Vehicle Accident,Severe,GA,USA,False,92.11293390263475,Third Party Property Damage,Liability,Open,False,False,
6819,4972,869,25,2549.52,2496.28,2507.46,2459.43,2025-09-09,2025-09-15,Completed,Honda,Civic,2014,Closed,High,Side Impact,CA,Weather Damage,Moderate,CA,USA,False,65.06003297919241,First Party Collision,Comprehensive,Open,False,False,
6820,4973,2044,122,1600.85,1620.66,1648.0,1603.58,2026-03-07,2026-03-10,Completed,Honda,CR-V,2017,Open,Low,Hit and Run,IL,Parking Incident,Minor,IL,USA,False,100.0,First Party Collision,Comprehensive,Under Review,False,False,
6821,4974,2301,176,2865.31,2879.39,3072.48,2859.4,2026-05-12,2026-05-17,Completed,Mercedes-Benz,C-Class,2019,Open,Low,Hit and Run,CA,Vandalism,Minor,CA,USA,False,96.63010704340306,First Party Collision,Comprehensive,Open,False,False,
6822,4975,5131,215,1335.72,1228.77,1386.31,1223.44,2025-06-19,2025-06-25,Completed,Toyota,Corolla,2016,Open,Medium,Rollover,PA,Vandalism,Minor,PA,USA,False,85.38769759537536,First Party Collision,Comprehensive,Open,False,False,
6823,4975,5131,215,1011.24,916.22,1055.13,980.07,2025-06-19,2025-06-25,Completed,Toyota,Corolla,2016,Open,Medium,Rollover,PA,Vandalism,Minor,PA,USA,False,85.38769759537536,First Party Collision,Comprehensive,Open,False,False,
6824,4976,3650,154,1382.51,1299.68,1473.77,1281.88,2025-08-18,2025-08-21,In Progress,Subaru,Outback,2013,Closed,Medium,Rear-end Collision,GA,Vehicle Accident,Minor,GA,USA,False,84.16453727347707,Third Party Property Damage,Liability,Closed,True,False,
6825,4977,5889,146,1943.8,1918.69,1985.5,1892.8,2026-05-16,2026-05-28,Completed,Hyundai,Elantra,2015,Open,Low,Parking Lot Incident,FL,Vehicle Accident,Moderate,FL,USA,False,82.73355400835727,Third Party Property Damage,Liability,Open,True,False,
6826,4978,1668,49,3003.0,3003.29,4575.83,2897.14,2026-02-16,2026-02-24,Completed,Chevrolet,Silverado,2019,Closed,Low,Side Impact,IL,Vehicle Accident,Moderate,IL,USA,False,74.1466529148242,Third Party Property Damage,Liability,Open,False,False,
6827,4979,2968,62,1683.06,1475.01,1422.62,1428.11,2026-06-07,2026-06-10,Completed,Chevrolet,Silverado,2012,Closed,Medium,Parking Lot Incident,GA,Vandalism,Minor,GA,USA,False,95.64735470666147,First Party Collision,Comprehensive,Open,False,False,
6828,4979,2968,62,1569.19,1348.86,1519.59,1312.79,2026-06-07,2026-06-10,In Progress,Chevrolet,Silverado,2012,Closed,Medium,Parking Lot Incident,GA,Vandalism,Minor,GA,USA,False,95.64735470666147,First Party Collision,Comprehensive,Open,False,False,
6829,4980,5504,155,971.57,869.48,922.31,844.18,2026-07-01,2026-07-08,Completed,Toyota,Camry,2024,Closed,High,Parking Lot Incident,PA,Vehicle Accident,Minor,PA,USA,False,80.23028577055013,Third Party Property Damage,Liability,Closed,False,False,
6830,4981,5056,174,4908.67,4434.86,5145.97,4301.2,2026-04-27,2026-05-11,Scheduled,Toyota,Camry,2018,Open,Medium,Rear-end Collision,PA,Vehicle Accident,Severe,PA,USA,False,75.39464303143951,Third Party Property Damage,Liability,Under Review,False,False,
6831,4981,5056,174,4879.17,4543.08,4525.05,4392.0,2026-04-27,2026-05-11,Completed,Toyota,Camry,2018,Open,Medium,Rear-end Collision,PA,Vehicle Accident,Severe,PA,USA,False,75.39464303143951,Third Party Property Damage,Liability,Under Review,False,False,
6832,4982,2041,188,2286.27,2145.45,2308.05,2015.22,2026-04-13,2026-04-20,Completed,Honda,Civic,2016,Open,High,Side Impact,NY,Vehicle Accident,Moderate,NY,USA,False,78.95999078430134,Third Party Property Damage,Liability,Open,False,False,
6833,4983,5293,166,11166.11,10706.41,10633.61,10775.19,2025-06-18,2025-07-04,Completed,BMW,X5,2021,Open,Medium,Rear-end Collision,GA,Vehicle Accident,Severe,GA,USA,False,62.9135491756834,Third Party Property Damage,Liability,Closed,False,False,
6834,4984,5500,188,1801.41,1610.09,1758.24,1547.02,2025-02-15,2025-02-16,Completed,Chevrolet,Silverado,2025,Open,Low,Rear-end Collision,FL,Weather Damage,Minor,FL,USA,False,61.916113670449214,First Party Collision,Comprehensive,Open,False,False,
6835,4985,7293,73,1679.76,1514.75,1617.08,1441.42,2026-06-30,2026-07-07,Completed,Hyundai,Elantra,2023,Open,Medium,Rear-end Collision,FL,Vehicle Accident,Moderate,FL,USA,False,68.54245412770354,Third Party Property Damage,Liability,Open,False,False,
6836,4986,4651,111,8214.8,7567.67,8122.22,7634.77,2025-05-19,2025-06-09,In Progress,BMW,3 Series,2016,Open,Low,Rear-end Collision,TX,Vehicle Accident,Severe,TX,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
6837,4986,4651,111,8622.15,7832.85,8592.34,7917.06,2025-05-19,2025-06-09,Completed,BMW,3 Series,2016,Open,Low,Rear-end Collision,TX,Vehicle Accident,Severe,TX,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
6838,4986,4651,111,7532.94,7507.45,7781.9,7241.64,2025-05-19,2025-06-09,In Progress,BMW,3 Series,2016,Open,Low,Rear-end Collision,TX,Vehicle Accident,Severe,TX,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
6839,4987,4093,219,1519.98,1439.43,1371.4,1391.88,2026-02-02,2026-02-06,Completed,Honda,CR-V,2010,Closed,High,Rollover,FL,Vehicle Accident,Minor,FL,USA,False,77.85336077869214,First Party Collision,Collision,Closed,False,False,
6840,4988,3665,55,2345.98,2041.68,2597.77,1999.38,2025-03-21,2025-04-11,Completed,Ford,Focus,2011,Closed,High,Rear-end Collision,GA,Vehicle Accident,Severe,GA,USA,False,53.262538541132116,First Party Collision,Collision,Closed,False,False,
6841,4988,3665,55,2452.22,2583.61,2301.43,2250.09,2025-03-21,2025-04-11,Completed,Ford,Focus,2011,Closed,High,Rear-end Collision,GA,Vehicle Accident,Severe,GA,USA,False,53.262538541132116,First Party Collision,Collision,Closed,False,False,
6842,4989,978,42,1291.88,1179.04,1219.62,1186.55,2025-04-12,2025-04-16,In Progress,Toyota,Corolla,2014,Closed,Low,Rear-end Collision,NY,Vehicle Accident,Minor,NY,USA,False,77.68534433563876,Third Party Property Damage,Liability,Closed,False,False,
6843,4989,978,42,901.64,933.54,877.09,858.38,2025-04-12,2025-04-16,Completed,Toyota,Corolla,2014,Closed,Low,Rear-end Collision,NY,Vehicle Accident,Minor,NY,USA,False,77.68534433563876,Third Party Property Damage,Liability,Closed,False,False,
6844,4990,3931,193,1418.34,1283.87,1498.05,1203.62,2026-02-19,2026-02-20,Scheduled,Chevrolet,Silverado,2019,Open,Low,Rear-end Collision,PA,Weather Damage,Minor,PA,USA,False,68.46122271167853,First Party Collision,Comprehensive,Open,False,False,
6845,4991,4370,218,1001.06,936.07,810.77,831.61,2026-07-02,2026-07-07,Completed,Hyundai,Elantra,2020,Open,High,Side Impact,GA,Vehicle Accident,Minor,GA,USA,False,66.86546534262393,Third Party Property Damage,Liability,Open,False,False,
6846,4992,3737,137,2236.43,2224.51,2317.77,2153.87,2026-05-24,2026-05-30,Completed,BMW,X5,2016,Open,Medium,Side Impact,NJ,Vehicle Accident,Minor,NJ,USA,False,57.55836157041194,Third Party Property Damage,Liability,Closed,False,False,
6847,4993,1294,86,1663.55,1638.05,1683.57,1696.55,2026-06-16,2026-06-20,Completed,Honda,CR-V,2019,Open,Medium,Weather Related,TX,Vehicle Accident,Minor,TX,USA,False,94.23828416474726,First Party Collision,Collision,Closed,False,False,
6848,4994,7547,39,1187.97,1208.43,1206.09,1212.87,2025-12-21,2025-12-26,Completed,Toyota,Camry,2008,Closed,Medium,Rear-end Collision,FL,Vehicle Accident,Minor,FL,USA,False,56.32257595042031,Third Party Property Damage,Liability,Open,False,False,
6849,4995,6296,206,3647.24,3229.39,3434.04,3142.06,2025-07-31,2025-08-07,Completed,Chevrolet,Silverado,2008,Open,Medium,Side Impact,CA,Vehicle Accident,Moderate,CA,USA,False,68.42413119369664,Third Party Property Damage,Liability,Open,False,False,
6850,4995,6296,206,2905.21,2856.62,2983.42,2862.79,2025-07-31,2025-08-07,Scheduled,Chevrolet,Silverado,2008,Open,Medium,Side Impact,CA,Vehicle Accident,Moderate,CA,USA,False,68.42413119369664,Third Party Property Damage,Liability,Open,False,False,
6851,4996,6377,201,1277.54,1185.41,1399.81,1218.07,2025-03-01,2025-03-05,In Progress,Honda,Civic,2013,Open,Low,Side Impact,PA,Vehicle Accident,Minor,PA,USA,False,73.13142471762113,Third Party Property Damage,Liability,Open,False,False,
6852,4996,6377,201,847.29,766.77,780.01,772.49,2025-03-01,2025-03-05,Completed,Honda,Civic,2013,Open,Low,Side Impact,PA,Vehicle Accident,Minor,PA,USA,False,73.13142471762113,Third Party Property Damage,Liability,Open,False,False,
6853,4997,6784,175,9481.05,8738.98,8753.18,8637.98,2025-05-25,2025-06-10,Completed,BMW,3 Series,2020,Closed,Medium,Hit and Run,IL,Vehicle Accident,Severe,IL,USA,False,89.52580578164566,Third Party Property Damage,Liability,Closed,True,False,
6854,4998,1626,75,1910.73,1694.92,3937.8778587395236,1676.31,2025-09-15,2025-09-16,Scheduled,BMW,3 Series,2018,Closed,High,Rear-end Collision,TX,Vehicle Accident,Minor,TX,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,True,duration_mismatch
6855,4999,5358,55,8456.79,8015.82,8154.99,7957.95,2026-03-01,2026-03-18,In Progress,BMW,3 Series,2024,Open,Medium,Rollover,PA,Vehicle Accident,Severe,PA,USA,False,94.44666992775711,Third Party Property Damage,Liability,Open,False,False,
6856,5000,1521,213,927.56,935.37,972.12,899.39,2025-09-14,2025-09-17,Completed,Honda,Civic,2012,Closed,Medium,Rear-end Collision,CA,Vehicle Accident,Minor,CA,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
6857,5001,3614,172,5561.31,5281.25,5701.15,4843.76,2025-02-21,2025-03-09,Completed,Honda,CR-V,2020,Closed,Low,Hit and Run,CA,Vehicle Accident,Severe,CA,USA,False,74.84986582626658,Third Party Property Damage,Liability,Open,False,False,
6858,5002,3177,4,5014.48,5323.53,4992.15,5063.19,2025-06-26,2025-07-14,Completed,Toyota,Camry,2021,Open,High,Head-on Collision,PA,Vehicle Accident,Severe,PA,USA,False,39.04268142795232,First Party Collision,Collision,Open,False,False,
6859,5003,3295,113,1762.17,1636.59,1301.22,1224.32,2025-12-22,2025-12-28,Completed,Hyundai,Elantra,2010,Open,Low,Rear-end Collision,TX,Vehicle Accident,Moderate,TX,USA,False,73.2963180477857,Third Party Property Damage,Liability,Open,False,False,
6860,5004,481,202,1188.68,1161.96,1148.22,1178.67,2025-05-22,2025-05-23,Completed,Toyota,Camry,2022,Closed,High,Rear-end Collision,TX,Weather Damage,Minor,TX,USA,False,89.30969154763748,First Party Collision,Comprehensive,Open,True,False,
6861,5004,481,202,1173.52,1031.27,1163.79,1050.49,2025-05-22,2025-05-23,Completed,Toyota,Camry,2022,Closed,High,Rear-end Collision,TX,Weather Damage,Minor,TX,USA,False,89.30969154763748,First Party Collision,Comprehensive,Open,True,False,
6862,5005,6499,103,3644.16,3589.86,11537.391815368082,3673.33,2025-12-29,2026-01-11,In Progress,Jeep,Grand Cherokee,2009,Open,High,Rollover,NY,Vehicle Accident,Moderate,NY,USA,False,100.0,Third Party Property Damage,Liability,Open,True,True,invoice_spike
6863,5005,6499,103,3633.82,3297.71,3246.94,3427.34,2025-12-29,2026-01-11,In Progress,Jeep,Grand Cherokee,2009,Open,High,Rollover,NY,Vehicle Accident,Moderate,NY,USA,False,100.0,Third Party Property Damage,Liability,Open,True,False,
6864,5006,4434,15,1335.65,1182.81,1414.32,1149.65,2025-08-30,2025-09-05,Completed,Subaru,Outback,2024,Closed,Low,Side Impact,NJ,Vehicle Accident,Minor,NJ,USA,False,84.92819812139997,Third Party Property Damage,Liability,Closed,False,False,
6865,5006,4434,15,1065.12,1020.56,1209.34,1018.53,2025-08-30,2025-09-05,In Progress,Subaru,Outback,2024,Closed,Low,Side Impact,NJ,Vehicle Accident,Minor,NJ,USA,False,84.92819812139997,Third Party Property Damage,Liability,Closed,False,False,
6866,5007,3485,179,11473.657198015639,4959.88,11881.660348131838,5185.39,2026-03-09,2026-03-27,Completed,Toyota,Camry,2009,Closed,Low,Rear-end Collision,PA,Weather Damage,Severe,PA,USA,False,42.30123342249024,First Party Collision,Comprehensive,Open,False,True,estimate_inflate
6867,5008,6311,205,1240.44,1222.18,1301.78,1218.95,2025-02-10,2025-02-11,Completed,Honda,Civic,2019,Closed,High,Rear-end Collision,CA,Weather Damage,Minor,CA,USA,False,53.04572799452032,First Party Collision,Comprehensive,Closed,False,False,
6868,5009,2117,137,1532.93,1391.35,1677.56,1415.05,2025-04-01,2025-04-02,Completed,Jeep,Grand Cherokee,2019,Open,Medium,Parking Lot Incident,NY,Vandalism,Minor,NY,USA,False,62.705926218032275,First Party Collision,Comprehensive,Open,False,False,
6869,5010,6078,184,983.57,942.78,1008.75,963.26,2026-03-31,2026-04-01,Completed,Ford,Focus,2017,Closed,Low,Rollover,NY,Vehicle Accident,Minor,NY,USA,False,100.0,First Party Collision,Collision,Open,True,False,
6870,5011,5406,150,2471.51,2271.64,2770.13,2278.73,2025-07-07,2025-07-14,In Progress,Toyota,Camry,2021,Open,Low,Weather Related,FL,Parking Incident,Moderate,FL,USA,False,92.68297477102367,First Party Collision,Comprehensive,Closed,False,False,
6871,5012,7739,5,15002.44,14712.79,14604.08,13604.06,2025-06-27,2025-07-23,In Progress,Tesla,Model 3,2012,Reopened,Medium,Side Impact,FL,Vehicle Accident,Total Loss,FL,USA,True,85.12315924570758,Third Party Property Damage,Liability,Open,False,False,
