line_item_id,claim_id,repair_id,vehicle_id,line_item_type,description,part_type,quantity,unit_cost,labor_hours,labor_rate,labor_type,line_total,part_action,part_action_is_synthetic
43719,3923,5450,5769,Sales Tax,Sales Tax (TX 6.25%),,,94.44,,,,94.44,,False
43720,3924,5451,1301,Part,Quarter Panel,OEM,1.0,1545.87,,,,1545.87,Replaced,True
43721,3924,5451,1301,Labor,R&I / Replace - Quarter Panel,,,,12.54,221.96,Frame,2784.09,,False
43722,3924,5451,1301,Paint Labor,Refinish - Quarter Panel,,,,2.26,151.67,Paint,342.03,,False
43723,3924,5451,1301,Paint Materials,Paint Materials - Quarter Panel,,1.0,226.09,,,,226.09,,False
43724,3924,5451,1301,Towing,Flatbed Tow - 38mi,,1.0,369.13,,,,369.13,,False
43725,3924,5451,1301,Rental/LOU,Rental Car - 13 days,,13.0,30.39,,,,395.09,,False
43726,3924,5451,1301,Administrative Fee,Shop Supplies / Admin Fee,,,343.67,,,,343.67,,False
43727,3925,5452,2891,Part,Door Panel - Driver,Used/Recycled,1.0,617.89,,,,617.89,Replaced,True
43728,3925,5452,2891,Labor,R&I / Replace - Door Panel - Driver,,,,10.35,135.37,Body,1400.96,,False
43729,3925,5452,2891,Paint Labor,Refinish - Door Panel - Driver,,,,2.63,124.14,Paint,326.33,,False
43730,3925,5452,2891,Paint Materials,Paint Materials - Door Panel - Driver,,1.0,182.89,,,,182.89,,False
43731,3925,5452,2891,Part,Front Fender - Left,OEM,1.0,845.08,,,,845.08,Replaced,True
43732,3925,5452,2891,Labor,R&I / Replace - Front Fender - Left,,,,3.54,141.41,Body,500.0,,False
43733,3925,5452,2891,Paint Labor,Refinish - Front Fender - Left,,,,2.44,133.19,Paint,324.97,,False
43734,3925,5452,2891,Paint Materials,Paint Materials - Front Fender - Left,,1.0,206.75,,,,206.75,,False
43735,3925,5452,2891,Part,Quarter Panel,Aftermarket,1.0,925.64,,,,925.64,Replaced,True
43736,3925,5452,2891,Labor,R&I / Replace - Quarter Panel,,,,13.23,222.08,Frame,2938.44,,False
43737,3925,5452,2891,Paint Labor,Refinish - Quarter Panel,,,,5.45,124.25,Paint,677.78,,False
43738,3925,5452,2891,Paint Materials,Paint Materials - Quarter Panel,,1.0,463.01,,,,463.01,,False
43739,3925,5452,2891,Towing,Flatbed Tow - 33mi,,1.0,326.04,,,,326.04,,False
43740,3925,5452,2891,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,101.25,,,,101.25,,False
43741,3925,5452,2891,Administrative Fee,Shop Supplies / Admin Fee,,,647.55,,,,647.55,,False
43742,3925,5452,2891,Sales Tax,Sales Tax (CA 7.25%),,,173.17,,,,173.17,,False
43743,3926,5453,208,Part,Front Fender - Right,Aftermarket,1.0,1135.23,,,,1135.23,Replaced,True
43744,3926,5453,208,Labor,R&I / Replace - Front Fender - Right,,,,1.13,404.95,Body,458.64,,False
43745,3926,5453,208,Paint Labor,Refinish - Front Fender - Right,,,,1.33,337.21,Paint,446.92,,False
43746,3926,5453,208,Paint Materials,Paint Materials - Front Fender - Right,,1.0,233.99,,,,233.99,,False
43747,3926,5453,208,Rental/LOU,Rental Car - 1 days,,1.0,35.88,,,,35.88,,False
43748,3926,5453,208,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,144.84,,,,144.84,,False
43749,3926,5453,208,Administrative Fee,Shop Supplies / Admin Fee,,,30.95,,,,30.95,,False
43750,3926,5453,208,Sales Tax,Sales Tax (CA 7.25%),,,82.3,,,,82.3,,False
43751,3927,5454,6602,Part,Front Fender - Left,Reconditioned,1.0,1066.33,,,,1066.33,Replaced,True
43752,3927,5454,6602,Labor,R&I / Replace - Front Fender - Left,,,,1.38,291.37,Body,401.63,,False
43753,3927,5454,6602,Paint Labor,Refinish - Front Fender - Left,,,,1.03,265.47,Paint,273.92,,False
43754,3927,5454,6602,Paint Materials,Paint Materials - Front Fender - Left,,1.0,152.21,,,,152.21,,False
43755,3927,5454,6602,Rental/LOU,Rental Car - 3 days,,3.0,46.02,,,,138.07,,False
43756,3927,5454,6602,Administrative Fee,Shop Supplies / Admin Fee,,,110.82,,,,110.82,,False
43757,3927,5455,6602,Part,Front Fender - Left,Aftermarket,1.0,1242.73,,,,1242.73,Replaced,True
43758,3927,5455,6602,Labor,R&I / Replace - Front Fender - Left,,,,1.0,273.97,Body,273.62,,False
43759,3927,5455,6602,Paint Labor,Refinish - Front Fender - Left,,,,1.35,248.0,Paint,333.6,,False
43760,3927,5455,6602,Paint Materials,Paint Materials - Front Fender - Left,,1.0,218.32,,,,218.32,,False
43761,3927,5455,6602,Storage,Storage - 4 days,,4.0,40.8,,,,163.22,,False
43762,3927,5455,6602,Administrative Fee,Shop Supplies / Admin Fee,,,55.76,,,,55.76,,False
43763,3928,5456,1476,Part,Hood,OEM,1.0,1196.6,,,,1196.6,Reused,True
43764,3928,5456,1476,Labor,R&I / Replace - Hood,,,,0.73,162.81,Body,119.52,,False
43765,3928,5456,1476,Paint Labor,Refinish - Hood,,,,0.58,145.66,Paint,83.76,,False
43766,3928,5456,1476,Paint Materials,Paint Materials - Hood,,1.0,49.57,,,,49.57,,False
43767,3928,5456,1476,Towing,Flatbed Tow - 23mi,,1.0,267.37,,,,267.37,,False
43768,3928,5456,1476,Sales Tax,Sales Tax (FL 6.00%),,,71.8,,,,71.8,,False
43769,3928,5457,1476,Part,Hood,OEM,1.0,1019.94,,,,1019.94,Reused,True
43770,3928,5457,1476,Labor,R&I / Replace - Hood,,,,0.97,114.49,Body,111.31,,False
43771,3928,5457,1476,Paint Labor,Refinish - Hood,,,,1.14,114.23,Paint,129.71,,False
43772,3928,5457,1476,Paint Materials,Paint Materials - Hood,,1.0,69.99,,,,69.99,,False
43773,3928,5457,1476,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,123.01,,,,123.01,,False
43774,3928,5457,1476,Administrative Fee,Shop Supplies / Admin Fee,,,32.29,,,,32.29,,False
43775,3928,5457,1476,Sales Tax,Sales Tax (FL 6.00%),,,61.2,,,,61.2,,False
43776,3929,5458,4300,Part,Front Fender - Left,Reconditioned,1.0,677.03,,,,677.03,Repaired,True
43777,3929,5458,4300,Labor,R&I / Replace - Front Fender - Left,,,,2.62,189.81,Body,496.65,,False
43778,3929,5458,4300,Paint Labor,Refinish - Front Fender - Left,,,,2.53,163.13,Paint,413.47,,False
43779,3929,5458,4300,Paint Materials,Paint Materials - Front Fender - Left,,1.0,296.0,,,,296.0,,False
43780,3929,5458,4300,Part,Quarter Panel,Aftermarket,1.0,1644.96,,,,1644.96,Replaced,True
43781,3929,5458,4300,Labor,R&I / Replace - Quarter Panel,,,,10.15,268.1,Frame,2721.59,,False
43782,3929,5458,4300,Paint Labor,Refinish - Quarter Panel,,,,3.93,180.1,Paint,708.33,,False
43783,3929,5458,4300,Paint Materials,Paint Materials - Quarter Panel,,1.0,455.18,,,,455.18,,False
43784,3929,5458,4300,Rental/LOU,Rental Car - 13 days,,13.0,33.25,,,,432.25,,False
43785,3929,5458,4300,Administrative Fee,Shop Supplies / Admin Fee,,,274.61,,,,274.61,,False
43786,3929,5458,4300,Sales Tax,Sales Tax (TX 6.25%),,,145.12,,,,145.12,,False
43787,3930,5459,413,Part,Front Bumper Cover,Reconditioned,1.0,620.91,,,,620.91,Replaced,True
43788,3930,5459,413,Labor,R&I / Replace - Front Bumper Cover,,,,2.34,219.78,Body,514.62,,False
43789,3930,5459,413,Paint Labor,Refinish - Front Bumper Cover,,,,1.0,156.29,Paint,155.86,,False
43790,3930,5459,413,Paint Materials,Paint Materials - Front Bumper Cover,,1.0,117.98,,,,117.98,,False
43791,3930,5459,413,Towing,Flatbed Tow - 22mi,,1.0,231.71,,,,231.71,,False
43792,3930,5459,413,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,145.45,,,,145.45,,False
43793,3930,5459,413,Sales Tax,Sales Tax (CA 7.25%),,,45.02,,,,45.02,,False
43794,3931,5460,5855,Part,Quarter Panel,Aftermarket,1.0,492.11,,,,492.11,Repaired,True
43795,3931,5460,5855,Labor,R&I / Replace - Quarter Panel,,,,8.07,164.64,Frame,1328.26,,False
43796,3931,5460,5855,Part,Front Fender - Left,OEM,1.0,408.42,,,,408.42,Repaired,True
43797,3931,5460,5855,Labor,R&I / Replace - Front Fender - Left,,,,1.4,109.88,Body,153.73,,False
43798,3931,5460,5855,Paint Labor,Refinish - Front Fender - Left,,,,1.84,80.39,Paint,148.02,,False
43799,3931,5460,5855,Paint Materials,Paint Materials - Front Fender - Left,,1.0,126.07,,,,126.07,,False
43800,3931,5460,5855,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,127.71,,,,127.71,,False
43801,3931,5460,5855,Administrative Fee,Shop Supplies / Admin Fee,,,156.49,,,,156.49,,False
43802,3931,5460,5855,Sales Tax,Sales Tax (FL 6.00%),,,54.03,,,,54.03,,False
43803,3932,5461,48,Part,Front Fender - Right,Aftermarket,1.0,256.09,,,,256.09,Replaced,True
43804,3932,5461,48,Labor,R&I / Replace - Front Fender - Right,,,,1.59,65.56,Body,104.01,,False
43805,3932,5461,48,Paint Labor,Refinish - Front Fender - Right,,,,2.22,58.09,Paint,128.79,,False
43806,3932,5461,48,Paint Materials,Paint Materials - Front Fender - Right,,1.0,66.9,,,,66.9,,False
43807,3932,5461,48,Part,Quarter Panel,OEM,1.0,665.73,,,,665.73,Repaired,True
43808,3932,5461,48,Labor,R&I / Replace - Quarter Panel,,,,5.38,88.76,Frame,477.23,,False
43809,3932,5461,48,Paint Labor,Refinish - Quarter Panel,,,,2.2,64.32,Paint,141.22,,False
43810,3932,5461,48,Paint Materials,Paint Materials - Quarter Panel,,1.0,81.76,,,,81.76,,False
43811,3932,5461,48,Part,Door Panel - Passenger,OEM,1.0,754.45,,,,754.45,Replaced,True
43812,3932,5461,48,Labor,R&I / Replace - Door Panel - Passenger,,,,3.27,64.59,Body,211.31,,False
43813,3932,5461,48,Paint Labor,Refinish - Door Panel - Passenger,,,,0.8,58.6,Paint,46.9,,False
43814,3932,5461,48,Paint Materials,Paint Materials - Door Panel - Passenger,,1.0,31.21,,,,31.21,,False
43815,3932,5461,48,Towing,Flatbed Tow - 32mi,,1.0,303.9,,,,303.9,,False
43816,3932,5461,48,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,140.78,,,,140.78,,False
43817,3932,5461,48,Sales Tax,Sales Tax (TX 6.25%),,,104.77,,,,104.77,,False
43818,3932,5462,48,Part,Door Panel - Passenger,Aftermarket,1.0,1823.93,,,,1823.93,Replaced,True
43819,3932,5462,48,Labor,R&I / Replace - Door Panel - Passenger,,,,4.38,212.51,Body,931.35,,False
43820,3932,5462,48,Paint Labor,Refinish - Door Panel - Passenger,,,,0.93,233.17,Paint,215.86,,False
43821,3932,5462,48,Paint Materials,Paint Materials - Door Panel - Passenger,,1.0,113.52,,,,113.52,,False
43822,3932,5462,48,Towing,Flatbed Tow - 13mi,,1.0,162.72,,,,162.72,,False
43823,3932,5462,48,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,143.65,,,,143.65,,False
43824,3932,5462,48,Administrative Fee,Shop Supplies / Admin Fee,,,137.04,,,,137.04,,False
43825,3932,5462,48,Sales Tax,Sales Tax (TX 6.25%),,,114.0,,,,114.0,,False
43826,3933,5463,5863,Part,Grille,OEM,1.0,604.66,,,,604.66,Reused,True
43827,3933,5463,5863,Labor,R&I / Replace - Grille,,,,0.59,286.18,Body,169.38,,False
43828,3933,5463,5863,Part,Headlight Assembly - Right,OEM,1.0,1062.27,,,,1062.27,Replaced,True
43829,3933,5463,5863,Labor,R&I / Replace - Headlight Assembly - Right,,,,0.51,273.06,Body,140.04,,False
43830,3933,5463,5863,Administrative Fee,Shop Supplies / Admin Fee,,,99.04,,,,99.04,,False
43831,3933,5463,5863,Sales Tax,Sales Tax (CA 7.25%),,,120.85,,,,120.85,,False
43832,3934,5464,5865,Part,Quarter Panel,Used/Recycled,1.0,314.29,,,,314.29,Repaired,True
43833,3934,5464,5865,Labor,R&I / Replace - Quarter Panel,,,,4.57,88.7,Frame,405.79,,False
43834,3934,5464,5865,Part,Rear Bumper Cover,OEM,1.0,305.0,,,,305.0,Repaired,True
43835,3934,5464,5865,Labor,R&I / Replace - Rear Bumper Cover,,,,1.26,53.51,Body,67.16,,False
43836,3934,5464,5865,Paint Labor,Refinish - Rear Bumper Cover,,,,0.95,43.75,Paint,41.64,,False
43837,3934,5464,5865,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,30.33,,,,30.33,,False
43838,3934,5464,5865,Administrative Fee,Shop Supplies / Admin Fee,,,45.63,,,,45.63,,False
43839,3934,5464,5865,Sales Tax,Sales Tax (NJ 6.60%),,,40.87,,,,40.87,,False
43840,3935,5465,4444,Part,Grille,Aftermarket,1.0,780.85,,,,780.85,Reused,True
43841,3935,5465,4444,Labor,R&I / Replace - Grille,,,,0.48,466.66,Body,224.47,,False
43842,3935,5465,4444,Towing,Flatbed Tow - 37mi,,1.0,366.46,,,,366.46,,False
43843,3935,5465,4444,Storage,Storage - 3 days,,3.0,60.48,,,,181.45,,False
43844,3935,5465,4444,Rental/LOU,Rental Car - 3 days,,3.0,41.34,,,,124.02,,False
43845,3935,5465,4444,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,103.98,,,,103.98,,False
43846,3935,5465,4444,Administrative Fee,Shop Supplies / Admin Fee,,,53.81,,,,53.81,,False
43847,3935,5465,4444,Sales Tax,Sales Tax (NC 4.75%),,,37.09,,,,37.09,,False
43848,3935,5466,4444,Part,Front Fender - Right,OEM,1.0,638.0,,,,638.0,Replaced,True
43849,3935,5466,4444,Labor,R&I / Replace - Front Fender - Right,,,,1.19,87.6,Body,104.53,,False
43850,3935,5466,4444,Paint Labor,Refinish - Front Fender - Right,,,,1.22,89.68,Paint,109.43,,False
43851,3935,5466,4444,Paint Materials,Paint Materials - Front Fender - Right,,1.0,77.05,,,,77.05,,False
43852,3935,5466,4444,Administrative Fee,Shop Supplies / Admin Fee,,,29.79,,,,29.79,,False
43853,3935,5466,4444,Sales Tax,Sales Tax (NC 4.75%),,,30.3,,,,30.3,,False
43854,3936,5467,1941,Part,Headlight Assembly - Right,Aftermarket,1.0,1343.58,,,,1343.58,Repaired,True
43855,3936,5467,1941,Labor,R&I / Replace - Headlight Assembly - Right,,,,0.5,534.61,Body,269.97,,False
43856,3936,5467,1941,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,127.1,,,,127.1,,False
43857,3936,5467,1941,Administrative Fee,Shop Supplies / Admin Fee,,,126.43,,,,126.43,,False
43858,3936,5467,1941,Sales Tax,Sales Tax (PA 6.00%),,,80.61,,,,80.61,,False
43859,3937,5468,4292,Part,Front Bumper Cover,OEM,1.0,644.04,,,,644.04,Repaired,True
43860,3937,5468,4292,Labor,R&I / Replace - Front Bumper Cover,,,,1.23,169.27,Body,208.66,,False
43861,3937,5468,4292,Paint Labor,Refinish - Front Bumper Cover,,,,0.98,158.69,Paint,155.92,,False
43862,3937,5468,4292,Paint Materials,Paint Materials - Front Bumper Cover,,1.0,95.27,,,,95.27,,False
43863,3937,5468,4292,Rental/LOU,Rental Car - 1 days,,1.0,35.79,,,,35.79,,False
43864,3937,5468,4292,Administrative Fee,Shop Supplies / Admin Fee,,,81.76,,,,81.76,,False
43865,3937,5469,4292,Part,Front Bumper Cover,OEM,1.0,630.35,,,,630.35,Replaced,True
43866,3937,5469,4292,Labor,R&I / Replace - Front Bumper Cover,,,,1.42,128.99,Body,183.48,,False
43867,3937,5469,4292,Paint Labor,Refinish - Front Bumper Cover,,,,1.13,125.96,Paint,141.9,,False
43868,3937,5469,4292,Paint Materials,Paint Materials - Front Bumper Cover,,1.0,85.41,,,,85.41,,False
43869,3937,5469,4292,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,86.22,,,,86.22,,False
43870,3937,5469,4292,Administrative Fee,Shop Supplies / Admin Fee,,,65.19,,,,65.19,,False
43871,3938,5470,4843,Part,Rear Bumper Cover,Aftermarket,1.0,1199.88,,,,1199.88,Replaced,True
43872,3938,5470,4843,Labor,R&I / Replace - Rear Bumper Cover,,,,3.83,338.84,Body,1296.13,,False
43873,3938,5470,4843,Paint Labor,Refinish - Rear Bumper Cover,,,,4.88,311.65,Paint,1521.95,,False
43874,3938,5470,4843,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,958.54,,,,958.54,,False
43875,3938,5470,4843,Part,Tail Light Assembly,Reconditioned,1.0,519.3,,,,519.3,Replaced,True
43876,3938,5470,4843,Labor,R&I / Replace - Tail Light Assembly,,,,0.99,286.76,Body,282.46,,False
43877,3938,5470,4843,Towing,Flatbed Tow - 15mi,,1.0,204.43,,,,204.43,,False
43878,3938,5470,4843,Storage,Storage - 10 days,,10.0,63.36,,,,633.63,,False
43879,3938,5470,4843,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,100.29,,,,100.29,,False
43880,3938,5470,4843,Administrative Fee,Shop Supplies / Admin Fee,,,211.4,,,,211.4,,False
43881,3938,5470,4843,Sales Tax,Sales Tax (NY 8.00%),,,137.53,,,,137.53,,False
43882,3939,5471,2076,Part,Door Panel - Passenger,Used/Recycled,1.0,416.73,,,,416.73,Replaced,True
43883,3939,5471,2076,Labor,R&I / Replace - Door Panel - Passenger,,,,2.72,145.26,Body,394.79,,False
43884,3939,5471,2076,Paint Labor,Refinish - Door Panel - Passenger,,,,0.81,134.91,Paint,109.04,,False
43885,3939,5471,2076,Paint Materials,Paint Materials - Door Panel - Passenger,,1.0,86.43,,,,86.43,,False
43886,3939,5471,2076,Towing,Flatbed Tow - 3mi,,1.0,105.18,,,,105.18,,False
43887,3939,5471,2076,Rental/LOU,Rental Car - 5 days,,5.0,46.77,,,,233.83,,False
43888,3939,5471,2076,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,142.02,,,,142.02,,False
43889,3939,5471,2076,Administrative Fee,Shop Supplies / Admin Fee,,,66.16,,,,66.16,,False
43890,3940,5472,4914,Part,Front Bumper Cover,Aftermarket,1.0,1368.51,,,,1368.51,Replaced,True
43891,3940,5472,4914,Labor,R&I / Replace - Front Bumper Cover,,,,2.38,215.57,Body,512.01,,False
43892,3940,5472,4914,Paint Labor,Refinish - Front Bumper Cover,,,,2.35,206.73,Paint,485.75,,False
43893,3940,5472,4914,Paint Materials,Paint Materials - Front Bumper Cover,,1.0,280.82,,,,280.82,,False
43894,3940,5472,4914,Rental/LOU,Rental Car - 11 days,,11.0,39.63,,,,435.89,,False
43895,3940,5472,4914,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,113.26,,,,113.26,,False
43896,3940,5472,4914,ADAS Calibration,ADAS Calibration - Forward Camera/Radar,,1.0,306.04,,,,306.04,,False
43897,3940,5472,4914,Administrative Fee,Shop Supplies / Admin Fee,,,125.37,,,,125.37,,False
43898,3940,5472,4914,Sales Tax,Sales Tax (FL 6.00%),,,82.11,,,,82.11,,False
43899,3941,5473,2573,Part,Front Fender - Left,OEM,1.0,802.24,,,,802.24,Replaced,True
43900,3941,5473,2573,Labor,R&I / Replace - Front Fender - Left,,,,4.48,190.12,Body,852.16,,False
43901,3941,5473,2573,Paint Labor,Refinish - Front Fender - Left,,,,3.55,190.33,Paint,675.46,,False
43902,3941,5473,2573,Paint Materials,Paint Materials - Front Fender - Left,,1.0,464.23,,,,464.23,,False
43903,3941,5473,2573,Part,Grille,Aftermarket,1.0,296.67,,,,296.67,Replaced,True
43904,3941,5473,2573,Labor,R&I / Replace - Grille,,,,1.56,191.47,Body,299.33,,False
43905,3941,5473,2573,Part,Front Bumper Cover,Aftermarket,1.0,621.99,,,,621.99,Replaced,True
43906,3941,5473,2573,Labor,R&I / Replace - Front Bumper Cover,,,,4.35,191.77,Body,833.78,,False
43907,3941,5473,2573,Paint Labor,Refinish - Front Bumper Cover,,,,5.37,187.69,Paint,1008.67,,False
43908,3941,5473,2573,Paint Materials,Paint Materials - Front Bumper Cover,,1.0,608.63,,,,608.63,,False
43909,3941,5473,2573,Towing,Flatbed Tow - 25mi,,1.0,252.54,,,,252.54,,False
43910,3941,5473,2573,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,113.61,,,,113.61,,False
43911,3941,5473,2573,Administrative Fee,Shop Supplies / Admin Fee,,,298.45,,,,298.45,,False
43912,3941,5473,2573,Sales Tax,Sales Tax (NY 8.00%),,,137.67,,,,137.67,,False
43913,3942,5474,4833,Part,Grille,Aftermarket,1.0,781.5,,,,781.5,Repaired,True
43914,3942,5474,4833,Labor,R&I / Replace - Grille,,,,0.5,382.71,Body,190.72,,False
43915,3942,5474,4833,Rental/LOU,Rental Car - 2 days,,2.0,53.45,,,,106.9,,False
43916,3942,5474,4833,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,122.44,,,,122.44,,False
43917,3942,5474,4833,Administrative Fee,Shop Supplies / Admin Fee,,,64.91,,,,64.91,,False
43918,3942,5474,4833,Sales Tax,Sales Tax (TX 6.25%),,,48.84,,,,48.84,,False
43919,3942,5475,4833,Part,Front Bumper Cover,OEM,1.0,765.68,,,,765.68,Repaired,True
43920,3942,5475,4833,Labor,R&I / Replace - Front Bumper Cover,,,,1.46,133.95,Body,195.97,,False
43921,3942,5475,4833,Paint Labor,Refinish - Front Bumper Cover,,,,0.72,105.01,Paint,75.95,,False
43922,3942,5475,4833,Paint Materials,Paint Materials - Front Bumper Cover,,1.0,43.46,,,,43.46,,False
43923,3942,5475,4833,ADAS Calibration,ADAS Calibration - Forward Camera/Radar,,1.0,208.36,,,,208.36,,False
43924,3942,5475,4833,Sales Tax,Sales Tax (TX 6.25%),,,47.85,,,,47.85,,False
43925,3943,5476,923,Part,Front Bumper Cover,OEM,1.0,1683.56,,,,1683.56,Replaced,True
43926,3943,5476,923,Labor,R&I / Replace - Front Bumper Cover,,,,3.56,232.72,Body,828.3,,False
43927,3943,5476,923,Paint Labor,Refinish - Front Bumper Cover,,,,3.23,196.82,Paint,636.64,,False
43928,3943,5476,923,Paint Materials,Paint Materials - Front Bumper Cover,,1.0,466.78,,,,466.78,,False
43929,3943,5476,923,Part,Grille,Aftermarket,1.0,443.62,,,,443.62,Replaced,True
43930,3943,5476,923,Labor,R&I / Replace - Grille,,,,1.45,268.0,Body,388.29,,False
43931,3943,5476,923,Rental/LOU,Rental Car - 17 days,,17.0,31.4,,,,533.85,,False
43932,3943,5476,923,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,85.75,,,,85.75,,False
43933,3943,5476,923,Administrative Fee,Shop Supplies / Admin Fee,,,218.1,,,,218.1,,False
43934,3943,5476,923,Sales Tax,Sales Tax (GA 4.00%),,,85.09,,,,85.09,,False
43935,3944,5477,1236,Part,Hood,OEM,1.0,898.61,,,,898.61,Repaired,True
43936,3944,5477,1236,Labor,R&I / Replace - Hood,,,,0.88,142.36,Body,124.99,,False
43937,3944,5477,1236,Paint Labor,Refinish - Hood,,,,0.6,127.86,Paint,76.68,,False
43938,3944,5477,1236,Paint Materials,Paint Materials - Hood,,1.0,40.04,,,,40.04,,False
43939,3944,5477,1236,Rental/LOU,Rental Car - 2 days,,2.0,47.79,,,,95.57,,False
43940,3944,5477,1236,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,86.09,,,,86.09,,False
43941,3944,5477,1236,Administrative Fee,Shop Supplies / Admin Fee,,,31.54,,,,31.54,,False
43942,3945,5478,1222,Part,Rear Bumper Cover,Used/Recycled,1.0,557.83,,,,557.83,Replaced,True
43943,3945,5478,1222,Labor,R&I / Replace - Rear Bumper Cover,,,,1.85,252.41,Body,467.47,,False
43944,3945,5478,1222,Paint Labor,Refinish - Rear Bumper Cover,,,,1.38,238.26,Paint,328.75,,False
43945,3945,5478,1222,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,171.95,,,,171.95,,False
43946,3945,5478,1222,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,131.01,,,,131.01,,False
43947,3945,5478,1222,Administrative Fee,Shop Supplies / Admin Fee,,,53.58,,,,53.58,,False
43948,3945,5478,1222,Sales Tax,Sales Tax (IL 6.25%),,,34.86,,,,34.86,,False
43949,3945,5479,1222,Part,Quarter Panel,Aftermarket,1.0,210.91,,,,210.91,Replaced,True
43950,3945,5479,1222,Labor,R&I / Replace - Quarter Panel,,,,8.16,74.54,Frame,607.99,,False
43951,3945,5479,1222,Paint Labor,Refinish - Quarter Panel,,,,1.88,47.21,Paint,88.74,,False
43952,3945,5479,1222,Paint Materials,Paint Materials - Quarter Panel,,1.0,42.63,,,,42.63,,False
43953,3945,5479,1222,Part,Tail Light Assembly,OEM,1.0,117.66,,,,117.66,Replaced,True
43954,3945,5479,1222,Labor,R&I / Replace - Tail Light Assembly,,,,0.49,42.39,Body,20.86,,False
43955,3945,5479,1222,Part,Rear Bumper Cover,Aftermarket,1.0,143.15,,,,143.15,Replaced,True
43956,3945,5479,1222,Labor,R&I / Replace - Rear Bumper Cover,,,,2.02,54.38,Body,110.11,,False
43957,3945,5479,1222,Paint Labor,Refinish - Rear Bumper Cover,,,,1.65,47.75,Paint,78.66,,False
43958,3945,5479,1222,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,45.01,,,,45.01,,False
43959,3945,5479,1222,Administrative Fee,Shop Supplies / Admin Fee,,,108.24,,,,108.24,,False
43960,3945,5479,1222,Sales Tax,Sales Tax (IL 6.25%),,,29.48,,,,29.48,,False
43961,3946,5480,3226,Part,Grille,Aftermarket,1.0,790.69,,,,790.69,Reused,True
43962,3946,5480,3226,Labor,R&I / Replace - Grille,,,,0.61,513.46,Body,314.69,,False
43963,3946,5480,3226,Rental/LOU,Rental Car - 2 days,,2.0,30.08,,,,60.17,,False
43964,3946,5480,3226,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,144.51,,,,144.51,,False
43965,3946,5480,3226,Administrative Fee,Shop Supplies / Admin Fee,,,28.32,,,,28.32,,False
43966,3947,5481,5475,Part,Front Fender - Left,OEM,1.0,1005.47,,,,1005.47,Repaired,True
43967,3947,5481,5475,Labor,R&I / Replace - Front Fender - Left,,,,2.32,192.93,Body,447.63,,False
43968,3947,5481,5475,Paint Labor,Refinish - Front Fender - Left,,,,1.58,177.69,Paint,280.93,,False
43969,3947,5481,5475,Paint Materials,Paint Materials - Front Fender - Left,,1.0,194.53,,,,194.53,,False
43970,3947,5481,5475,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,144.15,,,,144.15,,False
43971,3947,5481,5475,Administrative Fee,Shop Supplies / Admin Fee,,,77.24,,,,77.24,,False
43972,3947,5481,5475,Sales Tax,Sales Tax (CA 7.25%),,,72.9,,,,72.9,,False
43973,3948,5482,721,Part,Headlight Assembly - Right,Aftermarket,1.0,1610.18,,,,1610.18,Replaced,True
43974,3948,5482,721,Labor,R&I / Replace - Headlight Assembly - Right,,,,0.64,637.86,Body,408.56,,False
43975,3948,5482,721,Storage,Storage - 3 days,,3.0,61.34,,,,184.01,,False
43976,3948,5482,721,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,91.75,,,,91.75,,False
43977,3948,5482,721,Administrative Fee,Shop Supplies / Admin Fee,,,59.02,,,,59.02,,False
43978,3948,5482,721,Sales Tax,Sales Tax (PA 6.00%),,,96.61,,,,96.61,,False
43979,3949,5483,3069,Part,Front Fender - Left,OEM,1.0,993.43,,,,993.43,Replaced,True
43980,3949,5483,3069,Labor,R&I / Replace - Front Fender - Left,,,,3.9,143.38,Body,559.7,,False
43981,3949,5483,3069,Part,Quarter Panel,OEM,1.0,2148.73,,,,2148.73,Replaced,True
43982,3949,5483,3069,Labor,R&I / Replace - Quarter Panel,,,,14.53,220.84,Frame,3208.43,,False
43983,3949,5483,3069,Paint Labor,Refinish - Quarter Panel,,,,3.39,154.19,Paint,523.1,,False
