repair_id,claim_id,vehicle_id,repair_shop_contact_id,estimate_amount,approved_amount,invoice_amount,paid_amount,repair_start_date,repair_end_date,repair_status,make,model,vehicle_year,claim_status,claim_severity,loss_cause,incident_type,damage_severity,incident_state,liability_percentage,coverage_type,exposure_status,is_repeat_vehicle,is_synthetic_anomaly,anomaly_type,vehicle_claim_count,repair_duration_days,vehicle_age,invoice_vs_estimate_ratio,invoice_vs_approved_ratio,duplicate_flag
6995,5094,2596,56,1615.31,1504.87,1671.06,1392.19,2025-09-30,2025-10-01,Completed,Chevrolet,Silverado,2008,Open,Low,Rollover,Vehicle Accident,Minor,CA,62.09099273353584,Liability,Open,False,False,,1,1,18,1.0345134989568565,1.110434788387037,True
6996,5094,2596,56,1732.09,1616.75,1696.24,1646.78,2025-09-30,2025-10-01,In Progress,Chevrolet,Silverado,2008,Open,Low,Rollover,Vehicle Accident,Minor,CA,62.09099273353584,Liability,Open,False,False,,1,1,18,0.9793024611885064,1.0491665378073296,True
6998,5096,6736,131,4065.39,3571.61,6777.35,3625.49,2025-06-03,2025-06-18,Completed,Honda,Civic,2008,Closed,Low,Side Impact,Vehicle Accident,Severe,PA,100.0,Liability,Open,False,False,,1,15,18,1.6670848307296473,1.8975616038705234,False
6999,5096,6736,131,4221.32,4093.74,7388.26,4047.48,2025-06-03,2025-06-18,Completed,Honda,Civic,2008,Closed,Low,Side Impact,Vehicle Accident,Severe,PA,100.0,Liability,Open,False,False,,1,15,18,1.7502250480892234,1.8047702101257044,False
7000,5097,7318,68,2606.27,2432.57,2848.22,2319.45,2025-12-24,2026-01-04,In Progress,Ford,F-150,2021,Closed,Low,Hit and Run,Vehicle Accident,Moderate,OH,77.22298147363762,Liability,Closed,False,False,,1,11,5,1.0928338199802783,1.1708686697607877,False
7001,5098,350,81,1705.49,1582.09,1759.99,1564.2,2025-03-23,2025-03-30,Completed,Ford,Focus,2016,Open,High,Weather Related,Vehicle Accident,Moderate,NY,84.72601564188817,Liability,Open,False,False,,1,7,10,1.0319556256559699,1.1124461945906996,False
7002,5099,6683,118,2360.24,2200.14,1987.08,1961.33,2025-08-11,2025-08-19,Completed,Ford,Focus,2024,Closed,Medium,Rear-end Collision,Vehicle Accident,Moderate,TX,85.62254888055159,Liability,Closed,False,False,,1,8,2,0.8418974341592381,0.9031607079549483,False
7003,5099,6683,118,1822.76,1621.28,1808.27,1657.49,2025-08-11,2025-08-19,Completed,Ford,Focus,2024,Closed,Medium,Rear-end Collision,Vehicle Accident,Moderate,TX,85.62254888055159,Liability,Closed,False,False,,1,8,2,0.9920505167987008,1.1153347971972762,False
7004,5100,2967,176,2650.5,2430.92,2393.33,2339.24,2025-03-13,2025-03-16,Completed,BMW,X5,2012,Closed,Low,Rear-end Collision,Vehicle Accident,Minor,IL,62.55872817455129,Liability,Open,False,False,,1,3,14,0.9029730239577438,0.9845367186085926,False
7010,5103,6658,75,3020.36,2628.22,3406.04,2606.8,2026-06-07,2026-06-12,Completed,Jeep,Grand Cherokee,2013,Open,High,Weather Related,Vehicle Accident,Moderate,CA,86.52891800354591,Liability,Open,False,False,,1,5,13,1.1276933875432067,1.295949349750021,False
7011,5103,6658,75,2517.35,2553.39,2545.49,2544.49,2026-06-07,2026-06-12,In Progress,Jeep,Grand Cherokee,2013,Open,High,Weather Related,Vehicle Accident,Moderate,CA,86.52891800354591,Liability,Open,False,False,,1,5,13,1.011178421753034,0.9969060738860887,False
7013,5105,6179,167,970.54,966.84,868.6,899.91,2025-02-06,2025-02-14,In Progress,Honda,Civic,2014,Open,Low,Head-on Collision,Vehicle Accident,Minor,CA,70.3955814666497,Liability,Under Review,False,False,,1,8,12,0.8949656892039484,0.8983906334036655,False
7014,5106,1719,159,5175.22,5141.15,5459.47,5450.51,2026-02-12,2026-02-19,Completed,Mercedes-Benz,C-Class,2009,Open,Low,Rear-end Collision,Vehicle Accident,Moderate,IL,100.0,Liability,Open,False,False,,1,7,17,1.0549252012474832,1.0619161082637154,False
7017,5109,6375,61,1302.36,1292.37,1358.34,1263.04,2025-05-01,2025-05-07,Scheduled,Ford,F-150,2011,Open,Medium,Rear-end Collision,Vehicle Accident,Minor,NY,84.18682680037871,Liability,Closed,False,False,,1,6,15,1.0429835068644615,1.0510457531511874,False
7018,5110,2122,170,2984.52,2982.24,2835.93,2674.73,2025-03-21,2025-03-30,Completed,Toyota,Camry,2019,Open,Low,Rollover,Vehicle Accident,Moderate,CA,51.89590841012268,Liability,Closed,False,False,,1,9,7,0.9502130995939045,0.950939562208273,False
7019,5111,7324,37,712.52,730.05,764.41,750.03,2025-03-26,2025-04-01,Completed,Hyundai,Elantra,2013,Closed,Medium,Parking Lot Incident,Vehicle Accident,Minor,PA,54.216563891982496,Liability,Closed,False,False,,1,6,13,1.072826025936114,1.047065269502089,False
7021,5113,817,28,5619.17,5595.77,4702.25,4680.45,2025-09-08,2025-09-13,In Progress,BMW,3 Series,2008,Reopened,Low,Side Impact,Vehicle Accident,Moderate,TX,92.47749985510124,Liability,Open,False,False,,1,5,18,0.8368228759763453,0.8403222434088605,False
7022,5114,7729,87,4557.8,4413.84,4040.29,4076.99,2025-10-22,2025-11-07,In Progress,Toyota,Camry,2025,Open,Medium,Weather Related,Vehicle Accident,Severe,CA,74.15455848534825,Liability,Closed,False,False,,1,16,1,0.8864561850015358,0.9153684773349283,False
7023,5115,5928,212,3163.56,2956.85,2995.0,2923.89,2026-05-12,2026-06-02,Completed,Honda,Civic,2017,Open,Low,Parking Lot Incident,Vehicle Accident,Severe,NY,100.0,Liability,Open,False,False,,1,21,9,0.9467182541187776,1.012902243942033,True
7024,5116,2465,212,2302.68,2401.33,2222.13,2202.43,2025-11-05,2025-11-10,Completed,Subaru,Outback,2013,Open,Medium,Parking Lot Incident,Vehicle Accident,Moderate,PA,100.0,Liability,Open,False,False,,1,5,13,0.9650190213142947,0.9253746881936261,False
7026,5118,3240,137,1196.72,1167.18,1214.29,1135.01,2025-08-10,2025-08-11,Scheduled,Ford,Focus,2018,Open,Medium,Hit and Run,Vehicle Accident,Minor,GA,92.2426252393006,Liability,Open,True,False,,4,1,8,1.0146817969115582,1.0403622406141297,False
7027,5119,4871,7,1115.05,1067.12,882.68,888.78,2025-03-18,2025-03-19,Completed,Honda,CR-V,2011,Open,Medium,Rear-end Collision,Vehicle Accident,Minor,TX,70.04873026820287,Liability,Open,False,False,,1,1,15,0.7916057575893457,0.8271609565934478,False
7028,5120,3928,8,2339.69,2042.66,1774.56,1777.29,2025-06-09,2025-06-11,In Progress,Mercedes-Benz,C-Class,2017,Closed,Low,Weather Related,Vehicle Accident,Minor,NJ,76.39855349497259,Liability,Closed,False,False,,1,2,9,0.7584594540302347,0.8687495716369831,False
7030,5122,6926,82,1265.07,1169.92,1296.69,1228.82,2025-05-10,2025-05-15,Completed,Honda,CR-V,2009,Open,Medium,Rollover,Vehicle Accident,Minor,CA,100.0,Liability,Open,False,False,,1,5,17,1.0249946643268752,1.1083578364332605,False
7031,5122,6926,82,1570.03,1424.28,1476.12,1501.04,2025-05-10,2025-05-15,Completed,Honda,CR-V,2009,Open,Medium,Rollover,Vehicle Accident,Minor,CA,100.0,Liability,Open,False,False,,1,5,17,0.9401858563212168,1.036397337602157,False
7032,5123,3041,153,1329.76,1349.16,1283.87,1242.96,2026-03-13,2026-03-23,Completed,Hyundai,Elantra,2015,Closed,Low,Rear-end Collision,Vehicle Accident,Moderate,NY,100.0,Liability,Closed,False,False,,1,10,11,0.965490013235471,0.9516069257908624,False
7033,5124,7196,198,2601.89,2577.76,2473.87,2456.78,2025-06-27,2025-07-17,In Progress,Ford,Focus,2015,Open,Medium,Rear-end Collision,Vehicle Accident,Severe,CA,100.0,Liability,Closed,True,False,,5,20,11,0.9507973050359546,0.9596975668797715,False
7034,5125,4536,212,2515.66,2188.08,2235.53,2267.22,2026-01-25,2026-02-09,Completed,Hyundai,Elantra,2024,Open,Low,Parking Lot Incident,Vehicle Accident,Severe,TX,92.99851901618636,Liability,Open,False,False,,1,15,2,0.8886455244349397,1.0216856787686008,False
7038,5128,4251,207,936.54,897.17,802.33,807.45,2025-06-02,2025-06-08,Scheduled,Honda,Civic,2011,Open,Medium,Rear-end Collision,Vehicle Accident,Minor,FL,74.45519808951292,Liability,Open,False,False,,1,6,15,0.8566959232921179,0.8942898224416778,False
7042,5132,3120,6,2799.34,2626.75,2825.97,2659.99,2026-01-28,2026-02-05,Completed,Honda,CR-V,2025,Closed,High,Rear-end Collision,Vehicle Accident,Moderate,OH,100.0,Liability,Open,False,False,,1,8,1,1.0095129566254901,1.0758427714856762,False
7044,5134,272,47,4946.49,4543.21,4912.08,4744.34,2025-10-20,2025-10-29,Completed,Tesla,Model 3,2018,Closed,Low,Side Impact,Vehicle Accident,Moderate,FL,67.52878120971677,Liability,Open,True,False,,3,9,8,0.9930435520945156,1.0811914923589268,False
7049,5137,6574,105,3909.18,3713.75,4166.29,3557.59,2025-01-15,2025-02-03,Scheduled,Toyota,Corolla,2012,Closed,Low,Rear-end Collision,Vehicle Accident,Severe,NY,97.07906883889584,Liability,Open,False,False,,1,19,14,1.06577082661837,1.121855267586671,False
7050,5138,6492,184,1641.61,1716.18,1532.25,1482.33,2025-09-30,2025-10-11,Completed,Hyundai,Elantra,2016,Open,Medium,Weather Related,Vehicle Accident,Moderate,FL,66.94558818255074,Liability,Closed,False,False,,1,11,10,0.9333824720853309,0.8928259273502779,False
7051,5139,332,4,962.52,940.28,1032.25,976.47,2025-11-09,2025-11-16,Completed,Honda,Civic,2023,Open,Low,Rollover,Vehicle Accident,Minor,FL,76.38735984985595,Liability,Open,False,False,,1,7,3,1.072445247890953,1.097811290253967,False
7053,5141,4420,56,1726.41,1512.65,1793.51,1635.0,2025-03-05,2025-03-15,Completed,Toyota,Corolla,2021,Open,High,Rollover,Vehicle Accident,Moderate,FL,91.83058702955628,Liability,Closed,False,False,,1,10,5,1.0388667813555297,1.1856741480183783,False
7054,5142,7405,86,1566.86,1362.52,1459.03,1364.71,2026-02-05,2026-02-14,In Progress,Ford,Focus,2012,Reopened,Medium,Parking Lot Incident,Vehicle Accident,Moderate,TX,59.26862121178647,Liability,Closed,False,False,,1,9,14,0.9311808330035868,1.0708319877873351,False
7055,5143,2940,15,4030.44,3968.02,4549.58,4197.21,2025-12-01,2025-12-20,In Progress,Toyota,Corolla,2018,Open,Low,Weather Related,Vehicle Accident,Severe,OH,66.43279888552277,Liability,Closed,False,False,,1,19,8,1.1288047955061977,1.1465617612814452,False
7056,5144,4198,46,1139.14,1057.26,1582.16,1133.49,2025-11-03,2025-11-06,Completed,Subaru,Outback,2018,Open,Low,Rollover,Vehicle Accident,Minor,NY,91.85655375808986,Liability,Closed,True,False,,4,3,8,1.3889074213880646,1.4964720125607704,False
7057,5145,157,178,4220.49,3993.65,4195.35,3804.2,2025-10-08,2025-10-28,Completed,Toyota,Corolla,2014,Open,Medium,Side Impact,Vehicle Accident,Severe,FL,100.0,Liability,Closed,False,False,,1,20,12,0.9940433456778717,1.0505051769684375,False
7058,5145,157,178,3617.19,3607.86,3914.23,3708.42,2025-10-08,2025-10-28,Completed,Toyota,Corolla,2014,Open,Medium,Side Impact,Vehicle Accident,Severe,FL,100.0,Liability,Closed,False,False,,1,20,12,1.0821189929199184,1.0849173748427046,False
7065,5149,7595,159,1504.11,1444.96,1485.68,1524.27,2026-05-30,2026-06-04,Completed,Jeep,Grand Cherokee,2023,Closed,Medium,Rear-end Collision,Vehicle Accident,Minor,CA,89.55533046540074,Liability,Open,False,False,,1,5,3,0.9877469068086777,1.0281807108847303,False
7067,5151,464,164,4570.1,4221.4,4205.75,4258.07,2026-04-28,2026-05-05,Completed,BMW,3 Series,2009,Open,Low,Side Impact,Vehicle Accident,Moderate,NJ,95.96119385567172,Liability,Under Review,False,False,,1,7,17,0.920275267499617,0.9962926991045625,True
7068,5151,464,164,4018.35,4003.08,4230.1,4112.49,2026-04-28,2026-05-05,Completed,BMW,3 Series,2009,Open,Low,Side Impact,Vehicle Accident,Moderate,NJ,95.96119385567172,Liability,Under Review,False,False,,1,7,17,1.0526957582092153,1.056711332274149,True
7069,5152,212,3,3011.53,2758.6,2805.23,2660.23,2026-01-06,2026-01-20,Completed,Honda,CR-V,2024,Closed,Low,Weather Related,Vehicle Accident,Moderate,OH,92.88536247504211,Liability,Closed,False,False,,1,14,2,0.931496614677589,1.0169035017762633,False
7070,5152,212,3,2694.12,2761.34,2513.42,2321.65,2026-01-06,2026-01-20,Completed,Honda,CR-V,2024,Closed,Low,Weather Related,Vehicle Accident,Moderate,OH,92.88536247504211,Liability,Closed,False,False,,1,14,2,0.9329280061764139,0.9102175030963228,False
7071,5152,212,3,2667.29,2670.54,2679.18,2608.37,2026-01-06,2026-01-20,Completed,Honda,CR-V,2024,Closed,Low,Weather Related,Vehicle Accident,Moderate,OH,92.88536247504211,Liability,Closed,False,False,,1,14,2,1.0044577080107524,1.0032353007256958,False
7072,5153,6129,36,2776.84,2420.85,2584.65,2359.86,2026-03-21,2026-03-29,Completed,Honda,CR-V,2016,Reopened,Medium,Parking Lot Incident,Vehicle Accident,Moderate,NY,89.12729631481037,Liability,Closed,True,False,,1,8,10,0.9307882341078348,1.0676621847698122,False
7075,5156,3604,212,2859.48,2915.14,2643.64,2645.59,2026-02-19,2026-02-28,In Progress,Ford,F-150,2008,Open,Low,Rear-end Collision,Vehicle Accident,Moderate,CA,47.52309634492227,Liability,Under Review,False,False,,1,9,18,0.9245177444850112,0.906865536475092,False
7077,5158,737,110,960.17,911.5,1041.48,912.68,2025-06-29,2025-07-06,Completed,Honda,Civic,2013,Reopened,High,Side Impact,Vehicle Accident,Minor,IL,59.87018892643397,Liability,Closed,True,False,,3,7,13,1.084682920732787,1.1426001097092704,False
7078,5158,737,110,1037.36,1003.55,977.42,1035.06,2025-06-29,2025-07-06,In Progress,Honda,Civic,2013,Reopened,High,Side Impact,Vehicle Accident,Minor,IL,59.87018892643397,Liability,Closed,True,False,,3,7,13,0.9422187090306162,0.9739624333615664,False
7081,5160,2517,31,990.43,882.42,928.04,873.42,2026-05-21,2026-05-29,Scheduled,Ford,Focus,2017,Open,Low,Side Impact,Vehicle Accident,Minor,NY,100.0,Liability,Closed,False,False,,1,8,9,0.9370071585069112,1.051698737562612,False
7082,5160,2517,31,1009.84,933.26,998.3,937.49,2026-05-21,2026-05-29,In Progress,Ford,Focus,2017,Open,Low,Side Impact,Vehicle Accident,Minor,NY,100.0,Liability,Closed,False,False,,1,8,9,0.9885724471203359,1.0696911900220731,False
7083,5160,2517,31,691.32,665.52,645.35,655.08,2026-05-21,2026-05-29,Completed,Ford,Focus,2017,Open,Low,Side Impact,Vehicle Accident,Minor,NY,100.0,Liability,Closed,False,False,,1,8,9,0.9335040212925997,0.9696928717393918,False
7084,5161,4422,110,1895.44,1832.16,2160.77,1849.29,2026-06-11,2026-06-23,Completed,Hyundai,Elantra,2014,Open,Medium,Parking Lot Incident,Vehicle Accident,Moderate,CA,100.0,Liability,Closed,False,False,,1,12,12,1.1399833284092347,1.1793566064099206,False
7085,5161,4422,110,1727.8,1587.76,1663.09,1504.8,2026-06-11,2026-06-23,Completed,Hyundai,Elantra,2014,Open,Medium,Parking Lot Incident,Vehicle Accident,Moderate,CA,100.0,Liability,Closed,False,False,,1,12,12,0.9625477485820118,1.0474441981155842,False
7086,5162,4494,47,1313.94,1348.02,1261.05,1238.47,2026-04-05,2026-04-10,In Progress,Ford,F-150,2012,Open,Low,Parking Lot Incident,Vehicle Accident,Minor,IL,90.1798583489966,Liability,Open,True,False,,4,5,14,0.9597470204118909,0.9354831530689456,False
7087,5163,2644,106,1428.77,1345.36,1476.61,1331.85,2025-09-26,2025-10-01,Scheduled,Chevrolet,Silverado,2021,Closed,Low,Side Impact,Vehicle Accident,Minor,NC,100.0,Liability,Open,False,False,,1,5,5,1.0334833458149317,1.097557531069751,False
7088,5163,2644,106,1571.63,1508.79,1741.0,1485.74,2025-09-26,2025-10-01,Completed,Chevrolet,Silverado,2021,Closed,Low,Side Impact,Vehicle Accident,Minor,NC,100.0,Liability,Open,False,False,,1,5,5,1.1077670953086922,1.1539047846287422,False
7089,5164,1630,83,1822.97,1712.4,1865.49,1671.3,2026-02-04,2026-02-06,Completed,Chevrolet,Silverado,2017,Open,Low,Parking Lot Incident,Vehicle Accident,Minor,FL,100.0,Liability,Open,False,False,,1,2,9,1.0233245747324422,1.0894008409250175,False
7090,5164,1630,83,1214.28,1139.77,1046.69,1033.76,2026-02-04,2026-02-06,Completed,Chevrolet,Silverado,2017,Open,Low,Parking Lot Incident,Vehicle Accident,Minor,FL,100.0,Liability,Open,False,False,,1,2,9,0.8619840563955595,0.9183344008001615,False
7091,5164,1630,83,1282.07,1198.75,1519.82,1164.19,2026-02-04,2026-02-06,Completed,Chevrolet,Silverado,2017,Open,Low,Parking Lot Incident,Vehicle Accident,Minor,FL,100.0,Liability,Open,False,False,,1,2,9,1.185442292542529,1.267837330552659,False
7092,5165,2104,19,960.95,1027.88,969.23,1052.87,2026-04-29,2026-05-05,Completed,Toyota,Corolla,2023,Open,Low,Rear-end Collision,Vehicle Accident,Minor,NY,88.18476313408127,Liability,Open,False,False,,1,6,3,1.0086164732816483,0.9429408102113086,False
7099,5169,6134,127,611.91,569.52,545.06,546.64,2025-12-18,2025-12-24,Completed,Nissan,Altima,2024,Open,High,Rear-end Collision,Vehicle Accident,Minor,CA,100.0,Liability,Open,True,False,,3,6,2,0.8907519079603209,0.9570515521842955,False
7100,5169,6134,127,1212.67,1103.51,1282.84,1084.17,2025-12-18,2025-12-24,Completed,Nissan,Altima,2024,Open,High,Rear-end Collision,Vehicle Accident,Minor,CA,100.0,Liability,Open,True,False,,3,6,2,1.057864052050434,1.1625087221683537,False
7101,5169,6134,127,1199.59,1054.2,937.2,871.1,2025-12-18,2025-12-24,Completed,Nissan,Altima,2024,Open,High,Rear-end Collision,Vehicle Accident,Minor,CA,100.0,Liability,Open,True,False,,3,6,2,0.7812669328687303,0.8890153671030165,False
7103,5171,481,96,1060.66,1080.09,1167.4,1036.29,2025-08-02,2025-08-07,In Progress,Toyota,Camry,2022,Closed,Low,Rear-end Collision,Vehicle Accident,Minor,FL,100.0,Liability,Closed,True,False,,2,5,4,1.1006354533969416,1.0808358562712368,False
7105,5173,1979,64,2470.31,2329.42,2036.29,1886.64,2025-10-26,2025-11-05,Completed,Ford,Focus,2011,Open,Low,Side Impact,Vehicle Accident,Moderate,CA,68.40930697351571,Liability,Under Review,False,False,,1,10,15,0.824305451542519,0.8741618085188587,False
7106,5173,1979,64,1959.87,1878.93,2259.31,1912.45,2025-10-26,2025-11-05,Completed,Ford,Focus,2011,Open,Low,Side Impact,Vehicle Accident,Moderate,CA,68.40930697351571,Liability,Under Review,False,False,,1,10,15,1.152785643945772,1.2024450085953176,False
7111,5176,3117,189,1909.2,1826.34,2873.33,1858.76,2026-02-19,2026-02-20,In Progress,Ford,F-150,2020,Closed,Low,Weather Related,Vehicle Accident,Minor,TX,100.0,Liability,Open,False,False,,1,1,6,1.5049916195265032,1.5732722275151396,False
7112,5177,3096,136,1475.26,1431.25,1482.43,1389.41,2025-01-17,2025-01-25,Completed,Chevrolet,Silverado,2021,Open,Medium,Parking Lot Incident,Vehicle Accident,Minor,CA,66.44899785706637,Liability,Closed,False,False,,1,8,5,1.0048601602429403,1.0357589519650656,False
7115,5179,6315,173,4877.92,4654.86,4889.84,4721.34,2026-04-13,2026-04-30,Completed,Jeep,Grand Cherokee,2015,Closed,Medium,Parking Lot Incident,Vehicle Accident,Severe,NY,100.0,Liability,Open,False,False,,1,17,11,1.0024436645127432,1.0504805729925284,False
7116,5180,6184,178,986.91,990.63,1061.12,945.31,2025-08-17,2025-08-21,In Progress,Hyundai,Elantra,2015,Closed,Low,Side Impact,Vehicle Accident,Minor,FL,100.0,Liability,Closed,False,False,,1,4,11,1.0751942932992875,1.0711567386410668,False
7117,5181,58,92,1298.24,1266.52,1330.94,1290.44,2025-12-21,2025-12-22,Completed,BMW,3 Series,2019,Closed,Medium,Rear-end Collision,Vehicle Accident,Minor,NJ,93.53872771896702,Liability,Under Review,False,False,,1,1,7,1.0251879467586886,1.0508637842276474,False
7118,5182,6758,81,947.25,856.5,1042.73,859.28,2025-11-08,2025-11-13,Completed,Hyundai,Elantra,2025,Closed,Medium,Side Impact,Vehicle Accident,Minor,OH,100.0,Liability,Closed,False,False,,1,5,1,1.100797044074954,1.2174314068884997,False
7119,5182,6758,81,875.87,811.35,955.4,824.67,2025-11-08,2025-11-13,Scheduled,Hyundai,Elantra,2025,Closed,Medium,Side Impact,Vehicle Accident,Minor,OH,100.0,Liability,Closed,False,False,,1,5,1,1.0908011462888327,1.1775436001725519,False
7121,5184,1412,184,4223.33,3846.96,4338.56,3733.67,2025-02-15,2025-02-25,Completed,BMW,3 Series,2018,Open,Low,Parking Lot Incident,Vehicle Accident,Moderate,IL,96.37303240205208,Liability,Closed,False,False,,1,10,8,1.0272841572882063,1.1277892153804563,False
7125,5186,4789,203,2290.48,2348.39,2225.12,2225.89,2026-02-19,2026-02-28,In Progress,Toyota,Camry,2012,Open,Medium,Parking Lot Incident,Vehicle Accident,Moderate,NC,89.18071242930347,Liability,Open,False,False,,1,9,14,0.9714644965247459,0.9475087187392214,False
7127,5188,1260,65,3163.67,2648.35,3337.54,2676.67,2025-06-20,2025-06-30,In Progress,Ford,F-150,2021,Open,High,Parking Lot Incident,Vehicle Accident,Moderate,NJ,86.21885865610479,Liability,Open,False,False,,1,10,5,1.054958323718972,1.260233730435932,False
7128,5188,1260,65,3091.74,3004.6,3043.86,2975.84,2025-06-20,2025-06-30,Completed,Ford,F-150,2021,Open,High,Parking Lot Incident,Vehicle Accident,Moderate,NJ,86.21885865610479,Liability,Open,False,False,,1,10,5,0.9845135748801647,1.0130666311655463,False
7129,5188,1260,65,2581.61,2352.24,2854.05,2378.39,2025-06-20,2025-06-30,Completed,Ford,F-150,2021,Open,High,Parking Lot Incident,Vehicle Accident,Moderate,NJ,86.21885865610479,Liability,Open,False,False,,1,10,5,1.1055310445807074,1.2133328231813083,False
7130,5189,5993,113,1116.58,1065.87,1085.01,1113.73,2025-10-06,2025-10-12,Completed,Toyota,Camry,2022,Open,Medium,Parking Lot Incident,Vehicle Accident,Minor,PA,91.98959710266864,Liability,Open,False,False,,1,6,4,0.9717261638216698,1.017957161755186,False
7131,5189,5993,113,1143.91,1088.3,1283.32,1051.81,2025-10-06,2025-10-12,In Progress,Toyota,Camry,2022,Open,Medium,Parking Lot Incident,Vehicle Accident,Minor,PA,91.98959710266864,Liability,Open,False,False,,1,6,4,1.1218714759028243,1.1791969126160067,False
7132,5190,5926,188,7806.39,8073.66,7451.51,7251.77,2026-03-02,2026-03-14,In Progress,Ford,F-150,2016,Open,Medium,Side Impact,Vehicle Accident,Severe,TX,94.30818312856472,Liability,Open,False,False,,1,12,10,0.9545398064918611,0.9229407728341298,False
7133,5191,7006,160,1445.26,1366.38,1214.32,1218.92,2026-02-22,2026-02-25,Completed,Chevrolet,Silverado,2008,Closed,Medium,Weather Related,Vehicle Accident,Minor,CA,91.83592181485238,Liability,Open,False,False,,1,3,18,0.8402086821748336,0.888713242289846,False
7138,5194,5755,93,2085.94,1833.01,1957.69,1826.01,2025-09-02,2025-09-13,Completed,Nissan,Altima,2012,Open,Medium,Rear-end Collision,Vehicle Accident,Moderate,FL,78.83504662432709,Liability,Open,False,False,,1,11,14,0.9385169276201617,1.0680192688528705,False
7139,5194,5755,93,2496.01,2412.54,2522.81,2488.57,2025-09-02,2025-09-13,Completed,Nissan,Altima,2012,Open,Medium,Rear-end Collision,Vehicle Accident,Moderate,FL,78.83504662432709,Liability,Open,False,False,,1,11,14,1.0107371364698057,1.0457070141842209,False
7140,5194,5755,93,2002.71,1861.57,2180.2,1837.5,2025-09-02,2025-09-13,Completed,Nissan,Altima,2012,Open,Medium,Rear-end Collision,Vehicle Accident,Moderate,FL,78.83504662432709,Liability,Open,False,False,,1,11,14,1.0886249132425563,1.1711619761813952,False
7142,5196,325,193,1061.15,1014.63,993.75,1026.1,2026-03-30,2026-03-31,Completed,Honda,CR-V,2012,Open,Medium,Rear-end Collision,Vehicle Accident,Minor,NY,72.4691281238249,Liability,Open,False,False,,1,1,14,0.936484003204071,0.9794210697495639,False
7143,5196,325,193,1502.65,1348.19,1695.82,1328.63,2026-03-30,2026-03-31,Completed,Honda,CR-V,2012,Open,Medium,Rear-end Collision,Vehicle Accident,Minor,NY,72.4691281238249,Liability,Open,False,False,,1,1,14,1.1285528898945196,1.257849412916577,False
7144,5197,7063,142,5544.89,5404.94,6689.48,5510.53,2025-05-19,2025-06-16,Completed,Hyundai,Elantra,2010,Open,Low,Side Impact,Vehicle Accident,Total Loss,FL,88.09988703945244,Liability,Open,False,False,,1,28,16,1.2064224898961025,1.2376603625572162,False
7145,5197,7063,142,5920.95,6020.72,6263.52,6043.44,2025-05-19,2025-06-16,In Progress,Hyundai,Elantra,2010,Open,Low,Side Impact,Vehicle Accident,Total Loss,FL,88.09988703945244,Liability,Open,False,False,,1,28,16,1.0578572695260051,1.0403274027026668,False
7147,5199,5303,5,5216.25,5298.36,5249.29,5355.05,2025-01-11,2025-01-24,Completed,Mercedes-Benz,C-Class,2009,Open,Medium,Head-on Collision,Vehicle Accident,Moderate,CA,100.0,Liability,Closed,False,False,,1,13,17,1.0063340522405944,0.9907386436557728,False
7148,5200,6165,220,2281.73,2163.31,2167.68,2088.01,2025-02-24,2025-03-04,Scheduled,Toyota,Camry,2025,Open,Low,Weather Related,Vehicle Accident,Moderate,OH,90.19077283192732,Liability,Open,False,False,,1,8,1,0.9500159966341328,1.0020200526045735,False
7150,5202,5458,93,3539.6,3226.58,3465.17,3119.96,2026-03-21,2026-04-07,Completed,Honda,Civic,2021,Open,Medium,Head-on Collision,Vehicle Accident,Severe,NY,88.15289536796212,Liability,Closed,False,False,,1,17,5,0.9789722002486158,1.073945167948726,True
7151,5202,5458,93,3692.44,3470.75,3558.55,3509.8,2026-03-21,2026-04-07,Scheduled,Honda,Civic,2021,Open,Medium,Head-on Collision,Vehicle Accident,Severe,NY,88.15289536796212,Liability,Closed,False,False,,1,17,5,0.9637394243372946,1.025297125981416,True
7152,5203,6752,197,8420.44,7700.14,7448.65,7555.88,2025-05-09,2025-06-01,In Progress,Toyota,Camry,2025,Reopened,Medium,Weather Related,Vehicle Accident,Total Loss,CA,94.95097619925949,Liability,Open,False,False,,1,23,1,0.8845915415346466,0.9673395548652362,False
7156,5206,6061,101,1043.19,1003.65,1478.74,1002.39,2026-07-06,2026-07-08,Completed,Nissan,Altima,2024,Open,Medium,Rear-end Collision,Vehicle Accident,Minor,NJ,98.93963674569385,Liability,Open,False,False,,1,2,2,1.4175174225213047,1.4733622278682807,False
7157,5206,6061,101,962.57,850.52,1620.17,846.22,2026-07-06,2026-07-08,In Progress,Nissan,Altima,2024,Open,Medium,Rear-end Collision,Vehicle Accident,Minor,NJ,98.93963674569385,Liability,Open,False,False,,1,2,2,1.6831710940503029,1.9049169919578612,False
7158,5206,6061,101,763.58,729.71,1104.32,739.48,2026-07-06,2026-07-08,In Progress,Nissan,Altima,2024,Open,Medium,Rear-end Collision,Vehicle Accident,Minor,NJ,98.93963674569385,Liability,Open,False,False,,1,2,2,1.4462400796249246,1.5133683244028449,False
7160,5208,3009,4,5977.01,5512.8,6519.52,5191.82,2025-04-10,2025-05-02,Completed,Hyundai,Elantra,2016,Open,Low,Hit and Run,Vehicle Accident,Total Loss,IL,79.57936367281638,Liability,Closed,False,False,,1,22,10,1.0907661188453759,1.1826150050790887,False
