repair_id,claim_id,vehicle_id,repair_shop_contact_id,invoice_amount,estimate_amount,approved_amount,paid_amount,repair_start_date,repair_end_date,damage_severity,liability_percentage,vehicle_year,make,model,claim_severity,loss_cause,incident_state,initial_damage_assessment,point_of_impact,airbags_deployed,weather_conditions,road_conditions,catastrophe_code,loss_date,reported_date,cost_type,cost_category,shop_city,shop_state,reserve_amount,is_repeat_vehicle,vehicle_claim_count
3744,2677,1389,115,2501.77,2744.79,2270.85,2354.23,2026-05-30,2026-06-01,Moderate,86.9001646041833,2010,Toyota,Corolla,Medium,Side Impact,GA,Severe,Rear,False,Clear,Wet,,2026-05-22,2026-05-22,Rental,Repair,Austin,TX,5035.58,False,1
3745,2678,4793,80,2672.06,3541.94,2708.63,2697.51,2025-03-06,2025-03-10,Minor,95.86576154818972,2012,BMW,X5,Low,Hit and Run,IL,Minor,Passenger Side,False,Clear,Dry,,2025-02-27,2025-03-03,Labor,Repair,Newark,NJ,4103.15,False,1
3746,2679,843,203,2495.77,2361.27,2314.0,2323.67,2025-12-17,2025-12-18,Minor,94.28058799933656,2008,Mercedes-Benz,C-Class,Medium,Parking Lot Incident,CA,Minor,Passenger Side,False,Ice,Dry,,2025-12-15,2025-12-17,Labor,Repair,El Paso,TX,1967.88,True,4
3747,2680,5511,176,6038.43,4480.74,5450.25,5544.35,2026-06-02,2026-06-19,Severe,73.66884750101998,2013,Honda,Civic,Low,Rear-end Collision,IL,Total Loss,Rear,True,Snow,Dry,,2026-05-31,2026-06-09,Parts,Repair,Albany,NY,5887.47,False,1
3748,2681,3751,113,3691.83,4533.9,3532.59,3847.22,2025-02-24,2025-03-13,Severe,68.12937540162767,2012,Ford,Focus,Medium,Rear-end Collision,NY,Severe,Rear Right Corner,True,Snow,Wet,,2025-02-21,2025-02-21,Labor,Repair,Newark,NJ,4273.17,False,1
3749,2681,3751,113,3698.19,3200.1,3497.58,3525.88,2025-02-24,2025-03-13,Severe,68.12937540162767,2012,Ford,Focus,Medium,Rear-end Collision,NY,Severe,Rear Right Corner,True,Snow,Wet,,2025-02-21,2025-02-21,Labor,Repair,Newark,NJ,4273.17,False,1
3750,2682,3042,137,4489.53,3604.97,4540.78,4323.01,2025-05-30,2025-06-20,Severe,100.0,2015,Nissan,Altima,Medium,Parking Lot Incident,NY,Severe,Front Left Corner,False,Snow,Dry,,2025-05-28,2025-06-04,Paint,Supplemental,Erie,PA,2936.22,False,1
3751,2683,3673,119,1869.59,1600.55,1914.76,1896.25,2026-05-07,2026-05-13,Moderate,38.68400959794844,2025,Honda,Civic,Medium,Hit and Run,PA,Moderate,Rear Left Corner,False,Ice,Under Construction,,2026-04-30,2026-05-02,Rental,Repair,Fresno,CA,2272.27,False,1
3752,2684,4074,5,961.3948960886848,1095.1275650514974,665.79,897.8416279418354,2025-07-15,2025-07-18,Minor,91.75143889762772,2009,Ford,Focus,Low,Side Impact,GA,Minor,Rear Right Corner,False,Clear,Dry,,2025-07-10,2025-07-16,Paint,Repair,Orlando,FL,623.62,False,1
3753,2685,6225,159,2547.94,1507.44,2323.41,2392.75,2026-07-02,2026-07-10,Minor,69.55550553822945,2011,Ford,F-150,Medium,Rear-end Collision,NY,Minor,Rear,False,Snow,Dry,,2026-06-29,2026-06-29,Parts,Supplemental,Buffalo,NY,1300.54,False,1
3754,2685,6225,159,1940.92,1672.22,1902.84,1903.43,2026-07-02,2026-07-10,Minor,69.55550553822945,2011,Ford,F-150,Medium,Rear-end Collision,NY,Minor,Rear,False,Snow,Dry,,2026-06-29,2026-06-29,Parts,Repair,Buffalo,NY,1300.54,False,1
3755,2685,6225,159,2107.93,1923.97,2018.46,2001.48,2026-07-02,2026-07-10,Minor,69.55550553822945,2011,Ford,F-150,Medium,Rear-end Collision,NY,Minor,Rear,False,Snow,Dry,,2026-06-29,2026-06-29,Labor,Repair,Buffalo,NY,1300.54,False,1
3756,2686,3944,212,912.99,1053.29,871.04,859.38,2026-02-05,2026-02-12,Minor,65.76999521220033,2011,Toyota,Camry,Medium,Head-on Collision,TX,Minor,Rear Left Corner,False,Ice,Dry,,2026-02-03,2026-02-06,Labor,Repair,Jersey City,NJ,1520.85,False,1
3757,2687,3864,81,1883.93,1708.09,1700.84,1604.81,2026-07-06,2026-07-17,Moderate,46.86397265469214,2019,Subaru,Outback,High,Side Impact,CA,Moderate,Rear Left Corner,False,Fog,Dry,,2026-06-29,2026-07-04,Parts,Repair,Jersey City,NJ,2373.86,False,1
3758,2688,646,165,1020.73,769.23,888.13,891.0,2025-03-05,2025-03-06,Minor,96.98786231662748,2011,Toyota,Corolla,Low,Rear-end Collision,CA,Minor,Front Right Corner,False,Rain,Icy,,2025-03-03,2025-03-07,Parts,Supplemental,Buffalo,NY,949.24,False,1
3759,2688,646,165,852.21,1055.09,725.25,700.45,2025-03-05,2025-03-06,Minor,96.98786231662748,2011,Toyota,Corolla,Low,Rear-end Collision,CA,Minor,Front Right Corner,False,Rain,Icy,,2025-03-03,2025-03-07,Labor,Repair,Buffalo,NY,949.24,False,1
3760,2689,5595,130,10113.96,8514.81,10272.36,9943.81,2025-04-29,2025-05-29,Total Loss,100.0,2015,Toyota,Corolla,Low,Rear-end Collision,FL,Total Loss,Passenger Side,True,Clear,Dry,,2025-04-24,2025-04-28,Labor,Supplemental,Jersey City,NJ,8333.82,False,1
3761,2690,3154,113,2819.47,3512.51,2952.07,2890.91,2025-07-03,2025-07-12,Moderate,100.0,2009,Ford,F-150,Low,Rear-end Collision,NY,Moderate,Front Right Corner,True,Rain,Wet,,2025-07-01,2025-07-02,Parts,Repair,Newark,NJ,3590.12,False,1
3762,2691,1943,124,1269.48,1661.99,1155.8,1194.98,2025-01-28,2025-02-01,Minor,64.68054831101689,2010,Subaru,Outback,Medium,Parking Lot Incident,NY,Minor,Front,False,Clear,Dry,,2025-01-25,2025-01-25,Parts,Repair,Newark,NJ,1663.54,False,1
3763,2691,1943,124,1503.51,1869.39,1342.56,1305.97,2025-01-28,2025-02-01,Minor,64.68054831101689,2010,Subaru,Outback,Medium,Parking Lot Incident,NY,Minor,Front,False,Clear,Dry,,2025-01-25,2025-01-25,Parts,Repair,Newark,NJ,1663.54,False,1
3764,2692,4535,185,866.29,807.13,870.74,861.85,2026-01-03,2026-01-09,Minor,100.0,2012,Honda,Civic,Low,Side Impact,NJ,Minor,Rear Right Corner,False,Clear,Wet,,2025-12-28,2026-01-03,Parts,Repair,Austin,TX,783.09,False,1
3765,2693,3573,24,8769.01,6199.36,7798.77,8246.04,2026-04-25,2026-05-17,Severe,100.0,2024,Toyota,Camry,Low,Rear-end Collision,FL,Severe,Passenger Side,True,Clear,Debris,,2026-04-18,2026-04-19,Parts,Supplemental,Sacramento,CA,2152.61,False,1
3766,2693,3573,24,4989.26,4853.45,4812.53,4824.92,2026-04-25,2026-05-17,Severe,100.0,2024,Toyota,Camry,Low,Rear-end Collision,FL,Severe,Passenger Side,True,Clear,Debris,,2026-04-18,2026-04-19,Paint,Repair,Sacramento,CA,2152.61,False,1
3767,2694,3637,97,1581.96,1638.19,1568.36,1581.35,2026-04-19,2026-04-23,Minor,65.1993567955364,2009,Chevrolet,Silverado,High,Parking Lot Incident,NY,Minor,Front,False,Snow,Wet,,2026-04-16,2026-04-20,Parts,Repair,Erie,PA,1550.77,False,1
3768,2695,2466,77,916.92,806.13,849.5,880.72,2025-05-30,2025-05-31,Minor,74.63352137975104,2016,Nissan,Altima,Low,Rollover,CA,Moderate,Front Right Corner,False,Rain,Dry,,2025-05-27,2025-06-04,Parts,Repair,Sacramento,CA,2405.57,False,1
3769,2696,1735,110,1772.22,1799.76,1789.68,1800.01,2025-09-06,2025-09-15,Moderate,82.45053515192869,2021,Hyundai,Elantra,Medium,Parking Lot Incident,OH,Moderate,Rear,False,Clear,Dry,,2025-09-01,2025-09-07,Labor,Repair,Jersey City,NJ,1884.37,False,1
3770,2696,1735,110,2057.75,1949.32,2014.42,1958.44,2025-09-06,2025-09-15,Moderate,82.45053515192869,2021,Hyundai,Elantra,Medium,Parking Lot Incident,OH,Moderate,Rear,False,Clear,Dry,,2025-09-01,2025-09-07,Labor,Supplemental,Jersey City,NJ,1884.37,False,1
3771,2697,5180,75,943.3,699.06,880.03,920.98,2025-10-22,2025-10-28,Minor,81.88895885854946,2019,Toyota,Corolla,Low,Parking Lot Incident,NY,Minor,Front Left Corner,False,Clear,Dry,,2025-10-17,2025-10-25,Parts,Repair,Macon,GA,936.32,False,1
3772,2697,5180,75,1207.87,835.46,1068.46,1058.3,2025-10-22,2025-10-28,Minor,81.88895885854946,2019,Toyota,Corolla,Low,Parking Lot Incident,NY,Minor,Front Left Corner,False,Clear,Dry,,2025-10-17,2025-10-25,Rental,Supplemental,Macon,GA,936.32,False,1
3773,2698,803,14,1237.91,1264.35,1179.07,1213.03,2026-03-18,2026-03-21,Minor,70.80053056787273,2008,Honda,CR-V,Medium,Head-on Collision,NJ,Minor,Front Left Corner,False,Clear,Dry,,2026-03-10,2026-03-13,Labor,Repair,Buffalo,NY,1551.75,False,1
3774,2699,6233,31,4546.05,4325.01,4345.86,4451.56,2026-03-26,2026-03-31,Moderate,100.0,2015,Mercedes-Benz,C-Class,Low,Parking Lot Incident,CA,Severe,Front Right Corner,False,Rain,Dry,,2026-03-20,2026-03-22,Paint,Repair,Springfield,IL,13717.39,False,1
3775,2699,6233,31,4159.66,4087.53,3807.52,3816.41,2026-03-26,2026-03-31,Moderate,100.0,2015,Mercedes-Benz,C-Class,Low,Parking Lot Incident,CA,Severe,Front Right Corner,False,Rain,Dry,,2026-03-20,2026-03-22,Parts,Repair,Springfield,IL,13717.39,False,1
3776,2699,6233,31,3599.75,3726.19,3423.58,3572.93,2026-03-26,2026-03-31,Moderate,100.0,2015,Mercedes-Benz,C-Class,Low,Parking Lot Incident,CA,Severe,Front Right Corner,False,Rain,Dry,,2026-03-20,2026-03-22,Parts,Repair,Springfield,IL,13717.39,False,1
3777,2700,3185,137,9133.69,12454.25,8462.99,8402.3,2025-09-17,2025-09-28,Severe,88.4326504115546,2012,BMW,3 Series,Medium,Head-on Collision,TX,Severe,Passenger Side,True,Rain,Dry,,2025-09-14,2025-09-14,Labor,Repair,Erie,PA,10880.29,False,1
3778,2701,5424,172,7048.54,3810.0,6747.71,6743.74,2026-04-09,2026-04-27,Severe,74.69295127839017,2019,Nissan,Altima,Low,Side Impact,NY,Severe,Rear,True,Rain,Dry,,2026-04-02,2026-04-07,Towing,Repair,Tampa,FL,4153.4,False,1
3779,2701,5424,172,6936.12,4142.1,6454.78,6508.61,2026-04-09,2026-04-27,Severe,74.69295127839017,2019,Nissan,Altima,Low,Side Impact,NY,Severe,Rear,True,Rain,Dry,,2026-04-02,2026-04-07,Rental,Repair,Tampa,FL,4153.4,False,1
3780,2702,2243,73,903.93,1135.65,824.31,822.46,2026-03-12,2026-03-14,Minor,76.58318373678861,2014,Toyota,Camry,Medium,Rear-end Collision,TX,Minor,Rear Right Corner,False,Clear,Wet,,2026-03-05,2026-03-10,Rental,Repair,Buffalo,NY,1553.87,False,1
3781,2702,2243,73,894.0,913.06,839.91,836.35,2026-03-12,2026-03-14,Minor,76.58318373678861,2014,Toyota,Camry,Medium,Rear-end Collision,TX,Minor,Rear Right Corner,False,Clear,Wet,,2026-03-05,2026-03-10,Labor,Repair,Buffalo,NY,1553.87,False,1
3782,2703,5665,95,2651.311779851569,1365.44,1297.53,1367.3,2025-03-31,2025-04-01,Minor,83.29779841839182,2017,Chevrolet,Silverado,Medium,Rear-end Collision,CA,Minor,Passenger Side,False,Clear,Dry,,2025-03-26,2025-03-27,Labor,Repair,Toledo,OH,1060.27,False,1
3783,2704,1937,215,2264.07,1558.24,2093.38,1989.78,2026-07-08,2026-07-17,Minor,54.25487167973824,2019,BMW,X5,Medium,Rear-end Collision,CA,Minor,Front Right Corner,False,Fog,Dry,,2026-07-04,2026-07-12,Towing,Repair,Albany,NY,2751.03,False,1
3784,2705,5025,168,2816.6,2475.22,2576.99,2590.73,2026-01-28,2026-02-05,Moderate,73.70656839752768,2023,Toyota,Camry,Low,Rear-end Collision,TX,Moderate,Rear,False,Clear,Dry,,2026-01-21,2026-01-28,Parts,Repair,Orlando,FL,3792.64,False,1
3785,2706,6389,216,1517.07,1882.71,1472.18,1477.63,2026-04-04,2026-04-08,Minor,38.52384707305622,2010,Chevrolet,Silverado,Low,Parking Lot Incident,IL,Minor,Front,False,Clear,Dry,,2026-03-29,2026-03-29,Parts,Repair,Fresno,CA,1560.5,False,1
3786,2707,5013,155,1400.93,1120.49,1194.1,1234.52,2026-06-22,2026-06-27,Minor,79.22399157981168,2008,Toyota,Camry,Low,Parking Lot Incident,NC,Minor,Front,False,Clear,Wet,,2026-06-15,2026-06-19,Paint,Repair,Fresno,CA,773.51,False,1
3787,2708,5716,177,1808.54,1934.25,1778.49,1750.89,2026-05-27,2026-06-05,Moderate,83.41944006624155,2017,Honda,Civic,Medium,Parking Lot Incident,IL,Moderate,Rear Left Corner,True,Clear,Wet,,2026-05-20,2026-05-28,Rental,Repair,Peoria,IL,1681.26,False,1
3788,2709,5089,10,7368.15,6418.81,7470.36,7207.19,2026-06-15,2026-07-06,Severe,99.61589640469002,2016,Toyota,Camry,Low,Side Impact,TX,Severe,Rear,True,Fog,Dry,,2026-06-12,2026-06-13,Labor,Supplemental,El Paso,TX,3763.79,False,1
3789,2710,466,208,5773.37,5324.95,5652.39,5759.61,2025-06-21,2025-07-05,Severe,97.25434611356984,2023,Jeep,Grand Cherokee,Medium,Side Impact,FL,Severe,Rear Left Corner,True,Snow,Wet,,2025-06-14,2025-06-17,Parts,Repair,Newark,NJ,3750.07,False,1
3790,2711,5313,40,5363.45,5316.88,5204.74,4770.58,2025-03-31,2025-04-07,Moderate,69.00654212616392,2011,Mercedes-Benz,C-Class,Medium,Parking Lot Incident,CA,Minor,Rear,False,Rain,Dry,,2025-03-26,2025-03-27,Parts,Repair,Jersey City,NJ,2827.48,True,6
3791,2711,5313,40,5586.77,5618.38,5245.99,5086.46,2025-03-31,2025-04-07,Moderate,69.00654212616392,2011,Mercedes-Benz,C-Class,Medium,Parking Lot Incident,CA,Minor,Rear,False,Rain,Dry,,2025-03-26,2025-03-27,Towing,Repair,Jersey City,NJ,2827.48,True,6
3792,2712,56,107,2560.86,2004.99,2187.03,2217.63,2026-04-13,2026-04-18,Minor,63.840369273628845,2016,Mercedes-Benz,C-Class,Low,Head-on Collision,NJ,Minor,Rear,False,Rain,Dry,,2026-04-09,2026-04-09,Towing,Repair,Tampa,FL,3540.75,False,1
3793,2713,1393,188,1337.92,1441.65,1088.53,1052.53,2026-01-21,2026-01-24,Minor,83.57588629140977,2022,Toyota,Camry,Low,Rear-end Collision,NY,Minor,Front,False,Clear,Dry,,2026-01-14,2026-01-16,Towing,Repair,Toledo,OH,1254.8,False,1
3794,2714,6512,195,4415.29,4198.92,4358.21,4462.77,2026-01-26,2026-02-03,Moderate,78.71296980712236,2024,BMW,X5,Medium,Rollover,CA,Severe,Front Left Corner,False,Rain,Wet,,2026-01-24,2026-01-29,Labor,Repair,Orlando,FL,8484.48,False,1
3795,2714,6512,195,4402.95,4807.22,4255.84,4159.1,2026-01-26,2026-02-03,Moderate,78.71296980712236,2024,BMW,X5,Medium,Rollover,CA,Severe,Front Left Corner,False,Rain,Wet,,2026-01-24,2026-01-29,Paint,Repair,Orlando,FL,8484.48,False,1
3796,2715,1215,4,2830.37,2878.61,2597.34,2599.31,2025-02-22,2025-03-01,Moderate,35.35359723606711,2024,Honda,CR-V,Medium,Parking Lot Incident,NC,Moderate,Driver Side,False,Clear,Dry,,2025-02-14,2025-02-20,Parts,Repair,Austin,TX,1284.51,False,1
3797,2715,1215,4,3071.45,2462.56,2924.85,3059.83,2025-02-22,2025-03-01,Moderate,35.35359723606711,2024,Honda,CR-V,Medium,Parking Lot Incident,NC,Moderate,Driver Side,False,Clear,Dry,,2025-02-14,2025-02-20,Parts,Repair,Austin,TX,1284.51,False,1
3798,2716,4232,172,2351.02,1963.03,2081.21,2121.08,2025-01-03,2025-01-13,Moderate,93.92267537415694,2012,Nissan,Altima,Low,Side Impact,NY,Moderate,Front Left Corner,False,Clear,Debris,,2025-01-01,2025-01-08,Rental,Repair,Tampa,FL,2440.63,False,1
3799,2717,2862,184,6272.34,7308.92,5235.93,5593.51,2025-09-11,2025-09-28,Severe,43.81340692000869,2018,Jeep,Grand Cherokee,High,Side Impact,NJ,Severe,Passenger Side,True,Clear,Wet,,2025-09-02,2025-09-08,Rental,Repair,Newark,NJ,6396.8,False,1
3800,2718,5117,200,1905.33,1861.59,1951.68,1950.72,2025-05-22,2025-05-25,Minor,78.44589105282688,2013,Mercedes-Benz,C-Class,Medium,Parking Lot Incident,TX,Minor,Front Right Corner,False,Rain,Dry,,2025-05-19,2025-05-19,Parts,Repair,Orlando,FL,2611.52,False,1
3801,2719,5043,130,4082.44,3957.35,3780.99,3955.58,2025-10-12,2025-10-22,Severe,80.0858618451908,2019,Honda,Civic,Medium,Rear-end Collision,NY,Severe,Rear Left Corner,True,Ice,Dry,,2025-10-06,2025-10-14,Labor,Repair,Jersey City,NJ,4023.29,False,1
3802,2720,70,64,4778.74,5552.83,4672.87,4972.27,2025-11-05,2025-11-24,Severe,91.05411735099992,2009,Honda,Civic,Medium,Head-on Collision,GA,Severe,Passenger Side,True,Clear,Under Construction,,2025-11-03,2025-11-07,Labor,Repair,Buffalo,NY,3712.17,True,4
3803,2721,375,9,980.88,966.77,933.43,929.44,2025-03-21,2025-03-22,Minor,58.85429705332778,2017,Toyota,Camry,Medium,Rear-end Collision,TX,Minor,Front Right Corner,False,Rain,Dry,,2025-03-18,2025-03-18,Parts,Repair,Tampa,FL,721.16,False,1
3804,2722,24,198,1109.49,1128.82,1025.02,1045.03,2025-09-12,2025-09-20,Minor,98.29561311392207,2014,Honda,Civic,Medium,Rear-end Collision,IL,Minor,Driver Side,False,Rain,Wet,,2025-09-10,2025-09-18,Labor,Repair,Springfield,IL,953.69,False,1
3805,2723,387,150,1146.81,1102.77,1005.58,973.09,2025-12-19,2025-12-22,Minor,83.2106750786235,2019,Toyota,Camry,Low,Parking Lot Incident,CA,Minor,Front Right Corner,False,Clear,Dry,,2025-12-11,2025-12-15,Parts,Repair,Orlando,FL,1368.93,False,1
3806,2724,6133,144,2061.49,2257.12,1954.45,1947.93,2025-02-07,2025-02-12,Minor,86.55246570581902,2015,Tesla,Model 3,Low,Side Impact,NY,Minor,Rear Right Corner,False,Rain,Icy,,2025-01-30,2025-02-05,Towing,Repair,Sacramento,CA,2699.05,False,1
3807,2725,1168,74,2344.08,2465.97,2265.21,2332.31,2025-08-01,2025-08-16,Moderate,64.4123872162589,2014,Honda,Civic,Medium,Rollover,TX,Moderate,Passenger Side,True,Clear,Dry,,2025-07-27,2025-08-03,Paint,Repair,Raleigh,NC,2224.81,False,1
3808,2725,1168,74,2442.45,2556.05,2515.15,2603.51,2025-08-01,2025-08-16,Moderate,64.4123872162589,2014,Honda,Civic,Medium,Rollover,TX,Moderate,Passenger Side,True,Clear,Dry,,2025-07-27,2025-08-03,Labor,Repair,Raleigh,NC,2224.81,False,1
3809,2725,1168,74,2575.93,2275.96,2414.47,2437.04,2025-08-01,2025-08-16,Moderate,64.4123872162589,2014,Honda,Civic,Medium,Rollover,TX,Moderate,Passenger Side,True,Clear,Dry,,2025-07-27,2025-08-03,Rental,Repair,Raleigh,NC,2224.81,False,1
3810,2726,5278,189,4134.72,3242.75,3829.81,4020.88,2026-03-29,2026-04-07,Moderate,78.91179498171681,2015,BMW,X5,Medium,Rear-end Collision,TX,Moderate,Rear Right Corner,False,Clear,Under Construction,,2026-03-27,2026-03-31,Parts,Repair,Austin,TX,3172.52,False,1
3811,2727,2035,56,1475.79,1646.99,1403.9,1486.73,2025-06-10,2025-06-12,Minor,71.62125946243559,2021,Tesla,Model 3,Medium,Rear-end Collision,FL,Minor,Rear Left Corner,False,Clear,Icy,,2025-06-07,2025-06-10,Parts,Repair,Albany,NY,2834.92,False,1
3812,2728,3407,172,1139.85,775.6,1194.62,1150.07,2025-12-30,2026-01-01,Minor,79.2825839983032,2024,Hyundai,Elantra,Low,Rear-end Collision,NJ,Moderate,Rear Left Corner,False,Clear,Dry,,2025-12-22,2025-12-28,Rental,Repair,Tampa,FL,2243.75,False,1
3813,2729,2972,72,1198.93,1407.13,1175.33,1169.53,2026-04-23,2026-04-24,Minor,63.33458835952085,2011,Nissan,Altima,Low,Rollover,NC,Minor,Passenger Side,False,Clear,Wet,,2026-04-16,2026-04-23,Parts,Repair,Sacramento,CA,1325.9,False,1
3814,2729,2972,72,1035.6,1038.27,1026.82,1021.74,2026-04-23,2026-04-24,Minor,63.33458835952085,2011,Nissan,Altima,Low,Rollover,NC,Minor,Passenger Side,False,Clear,Wet,,2026-04-16,2026-04-23,Parts,Repair,Sacramento,CA,1325.9,False,1
3815,2729,2972,72,1054.57,639.57,959.13,1003.35,2026-04-23,2026-04-24,Minor,63.33458835952085,2011,Nissan,Altima,Low,Rollover,NC,Minor,Passenger Side,False,Clear,Wet,,2026-04-16,2026-04-23,Rental,Repair,Sacramento,CA,1325.9,False,1
3816,2730,4482,169,1235.31,1414.04,1183.29,1223.02,2025-12-26,2026-01-03,Minor,100.0,2021,Jeep,Grand Cherokee,Medium,Side Impact,GA,Minor,Front Right Corner,False,Clear,Dry,,2025-12-18,2025-12-25,Rental,Repair,Peoria,IL,1398.27,False,1
3817,2730,4482,169,1065.9,1386.84,1012.97,1040.19,2025-12-26,2026-01-03,Minor,100.0,2021,Jeep,Grand Cherokee,Medium,Side Impact,GA,Minor,Front Right Corner,False,Clear,Dry,,2025-12-18,2025-12-25,Paint,Repair,Peoria,IL,1398.27,False,1
3818,2730,4482,169,1249.12,876.51,1221.07,1258.49,2025-12-26,2026-01-03,Minor,100.0,2021,Jeep,Grand Cherokee,Medium,Side Impact,GA,Minor,Front Right Corner,False,Clear,Dry,,2025-12-18,2025-12-25,Paint,Repair,Peoria,IL,1398.27,False,1
3819,2731,4346,203,1033.77,878.84,1084.39,1020.01,2025-11-19,2025-11-22,Minor,91.39161819081038,2015,Honda,CR-V,Medium,Head-on Collision,TX,Minor,Front Left Corner,False,Clear,Dry,,2025-11-12,2025-11-13,Paint,Repair,El Paso,TX,1483.95,True,5
3820,2732,641,18,1843.47,2378.02,1705.79,1657.16,2025-06-17,2025-06-22,Minor,97.82150054942667,2008,Jeep,Grand Cherokee,Low,Rear-end Collision,CA,Minor,Front,False,Snow,Dry,,2025-06-10,2025-06-10,Towing,Repair,Orlando,FL,1361.59,False,1
3821,2733,5918,40,934.16,697.19,810.23,839.29,2025-04-13,2025-04-19,Minor,74.25797548366137,2022,Ford,Focus,Medium,Side Impact,CA,Minor,Front Left Corner,False,Snow,Dry,,2025-04-07,2025-04-08,Paint,Repair,Jersey City,NJ,1344.86,False,1
3822,2733,5918,40,2771.760956691217,1068.54,951.04,969.28,2025-04-13,2025-04-14,Minor,74.25797548366137,2022,Ford,Focus,Medium,Side Impact,CA,Minor,Front Left Corner,False,Snow,Dry,,2025-04-07,2025-04-08,Labor,Supplemental,Jersey City,NJ,1344.86,False,1
3823,2734,3805,62,10698.57,10803.99,11135.58,10835.71,2026-06-27,2026-07-09,Severe,72.80481934134933,2015,Mercedes-Benz,C-Class,High,Side Impact,CA,Moderate,Passenger Side,True,Clear,Icy,,2026-06-19,2026-06-25,Parts,Repair,Jersey City,NJ,6635.27,False,1
3824,2735,1530,134,7004.04,6681.94,6529.04,6946.99,2026-02-17,2026-03-09,Severe,60.9304029859923,2021,Honda,CR-V,Low,Hit and Run,NJ,Severe,Driver Side,True,Ice,Icy,,2026-02-12,2026-02-19,Labor,Repair,Austin,TX,5070.44,False,1
3825,2736,4955,30,1086.42,1135.58,978.08,961.0,2025-12-08,2025-12-09,Minor,100.0,2018,Toyota,Corolla,Low,Rear-end Collision,OH,Moderate,Rear,False,Snow,Dry,,2025-11-30,2025-12-05,Parts,Repair,Albany,NY,2215.65,False,1
3826,2737,405,72,917.6,794.52,842.75,869.83,2025-07-25,2025-08-03,Minor,90.36301345590064,2022,Nissan,Altima,Low,Rear-end Collision,NJ,Minor,Rear Right Corner,False,Rain,Under Construction,,2025-07-22,2025-07-24,Paint,Repair,Sacramento,CA,868.85,True,5
3827,2737,405,72,904.2,741.43,882.41,907.49,2025-07-25,2025-08-03,Minor,90.36301345590064,2022,Nissan,Altima,Low,Rear-end Collision,NJ,Minor,Rear Right Corner,False,Rain,Under Construction,,2025-07-22,2025-07-24,Labor,Repair,Sacramento,CA,868.85,True,5
3828,2738,3766,47,4744.72,3325.0,4565.08,4825.62,2025-03-23,2025-04-01,Moderate,73.47168630705826,2016,BMW,3 Series,Medium,Head-on Collision,FL,Moderate,Passenger Side,False,Rain,Wet,,2025-03-17,2025-03-25,Labor,Repair,Springfield,IL,5575.97,False,1
3829,2739,5652,19,2065.89,1884.82,1923.03,1991.46,2025-11-08,2025-11-19,Moderate,91.42871652634192,2024,Subaru,Outback,Medium,Rear-end Collision,CA,Moderate,Rear Right Corner,False,Clear,Wet,,2025-11-01,2025-11-07,Towing,Repair,Buffalo,NY,1770.63,False,1
3830,2740,5283,51,2312.45,3258.12,2219.81,2223.44,2025-09-15,2025-10-02,Severe,92.55970688043789,2018,Hyundai,Elantra,Medium,Rear-end Collision,NC,Severe,Rear Right Corner,False,Snow,Icy,,2025-09-07,2025-09-11,Labor,Repair,Jersey City,NJ,1321.28,False,1
3831,2741,4042,80,1037.72,1133.47,1043.44,1026.07,2025-07-23,2025-07-27,Minor,100.0,2025,Honda,CR-V,Low,Head-on Collision,NY,Minor,Front Right Corner,False,Fog,Under Construction,,2025-07-16,2025-07-18,Paint,Repair,Newark,NJ,1351.06,False,1
3832,2742,5608,193,4539.23,5339.47,4353.31,4168.81,2026-06-19,2026-07-06,Severe,100.0,2010,Ford,F-150,Low,Hit and Run,FL,Severe,Rear Left Corner,False,Rain,Dry,,2026-06-17,2026-06-18,Parts,Repair,Fresno,CA,7390.79,False,1
3833,2742,5608,193,5232.26,4926.79,4770.9,4957.74,2026-06-19,2026-07-06,Severe,100.0,2010,Ford,F-150,Low,Hit and Run,FL,Severe,Rear Left Corner,False,Rain,Dry,,2026-06-17,2026-06-18,Paint,Supplemental,Fresno,CA,7390.79,False,1
3834,2742,5608,193,4778.63,4433.53,4295.91,4389.28,2026-06-19,2026-07-06,Severe,100.0,2010,Ford,F-150,Low,Hit and Run,FL,Severe,Rear Left Corner,False,Rain,Dry,,2026-06-17,2026-06-18,Rental,Repair,Fresno,CA,7390.79,False,1
3835,2743,1035,13,1557.51,1840.36,1440.33,1429.06,2026-07-06,2026-07-12,Minor,73.65766768234826,2015,Chevrolet,Silverado,Medium,Parking Lot Incident,TX,Moderate,Rear,False,Clear,Debris,,2026-07-02,2026-07-02,Parts,Repair,Durham,NC,3372.25,False,1
3836,2743,1035,13,1634.47,1771.69,1663.63,1636.2,2026-07-06,2026-07-12,Minor,73.65766768234826,2015,Chevrolet,Silverado,Medium,Parking Lot Incident,TX,Moderate,Rear,False,Clear,Debris,,2026-07-02,2026-07-02,Labor,Repair,Durham,NC,3372.25,False,1
3837,2743,1035,13,1712.99,1945.23,1638.38,1689.5,2026-07-06,2026-07-12,Minor,73.65766768234826,2015,Chevrolet,Silverado,Medium,Parking Lot Incident,TX,Moderate,Rear,False,Clear,Debris,,2026-07-02,2026-07-02,Parts,Repair,Durham,NC,3372.25,False,1
